,Timestamp,Height,Gender,HairColour,AgeCat,ArmsFolding,BirthMonth,DietType,DietChild1,DietChild2,DietChild3,TheatreSection,HoursSleep,ShoeSize,Upbringing,AllienSize,IQ,PreferredColour,Travel,ExpenseContrib,DreamPartner,Mother,Father,BeethovEvol,Temperament,times,Year,AgeNumeric,Diet1.HiFat,Diet1.HiCarb,Diet1.HiSug,Diet1.HiProt,Diet1.Bal,AgeCont,tss,BirthMonth.Cont,BirthMonth.Nepal
281,9/27/2021 15:02:34,172,Female,true Brown,2 (21 yo),Left,Jul,Omnivore,carbs/prot/balanced,high calories,very healthy,Left,8,6.5,wealthy,120,above,blue,motored,0,193,about average,above average,electro / pop,extravert,2021-09-27 16:02:34,2021,2,FALSE,TRUE,FALSE,TRUE,TRUE,2,31449626,7,9
282,9/27/2021 15:02:47,163,Female,true Blonde,1 (20 years old or below),Left,Mar,Omnivore,carbs,medium calories,normal,Right,7,5,average,50,above,blue,foot,0,185,about average,above average,electro / pop,introvert,2021-09-27 16:02:47,2021,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,31449639,3,5
283,9/27/2021 15:04:15,172,Female,true Brown,3 (22 yo),Right,Apr,Omnivore,carbs/prot,medium calories,normal,Centre,9,7,low income,70,above,violet,foot,100,180,above average,about average,classical,introvert,2021-09-27 16:04:15,2021,3,FALSE,TRUE,FALSE,TRUE,FALSE,3,31449727,4,6
284,9/27/2021 15:09:24,168,Female,true Brown,1 (20 years old or below),Right,Jun,Omnivore,balanced,high calories,normal,Centre,8,6,average,120,below,violet,foot,100,170,about average,about average,classical,introvert,2021-09-27 16:09:24,2021,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,31450036,6,8
285,9/27/2021 15:11:34,165,NotSaying,true Black,1 (20 years old or below),Left,Aug,Omnivore,balanced,high calories,normal,Left,9,4,wealthy,70,above,violet,motored,0,170,about average,about average,electro / pop,extravert,2021-09-27 16:11:34,2021,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,31450166,8,10
286,9/27/2021 15:12:15,172,Female,true Brown,5 (24 yo),Left,Jul,Vegetarian,fat/carbs/sugar,high calories,not very healthy,Centre,8,6,average,70,below,yellow,foot,100,187.96,about average,about average,experimental,introvert,2021-09-27 16:12:15,2021,5,TRUE,TRUE,TRUE,FALSE,FALSE,5,31450207,7,9
287,9/27/2021 15:17:43,175,Female,true Brown,3 (22 yo),Right,Jan,Omnivore,balanced,medium calories,normal,Left,7,6,average,100,below,blue,foot,0,190,above average,about average,experimental,introvert,2021-09-27 16:17:43,2021,3,FALSE,FALSE,FALSE,FALSE,TRUE,3,31450535,1,3
288,9/27/2021 15:21:58,175,Male,true Brown,7 (26 yo or above),Right,Jul,Omnivore,fat/sugar,high calories,not very healthy,Centre,8,9.5,average,160,above,blue,foot,100,160,below average,above average,classical,introvert,2021-09-27 16:21:58,2021,7,TRUE,FALSE,TRUE,FALSE,FALSE,7,31450790,7,9
289,9/27/2021 15:24:29,158,Female,true Brown,3 (22 yo),Left,Jun,Vegetarian,balanced,medium calories,normal,Left,9,3.5,average,1e+08,below,indigo,foot,66,187,below average,about average,experimental,introvert,2021-09-27 16:24:29,2021,3,FALSE,FALSE,FALSE,FALSE,TRUE,3,31450941,6,8
290,9/27/2021 15:28:42,177,Female,true Blonde,2 (21 yo),Right,Mar,Vegetarian,balanced,medium calories,normal,Centre,8,5,wealthy,100,above,blue,foot,50,196,above average,above average,experimental,extravert,2021-09-27 16:28:42,2021,2,FALSE,FALSE,FALSE,FALSE,TRUE,2,31451194,3,5
291,9/27/2021 15:29:54,173,Female,true Brown,1 (20 years old or below),Right,Mar,Omnivore,balanced,medium calories,normal,Centre,8,6,average,1,below,violet,motored,50,185,about average,about average,classical,introvert,2021-09-27 16:29:54,2021,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,31451266,3,5
292,9/27/2021 15:41:59,170,Male,true Brown,2 (21 yo),Left,Apr,Omnivore,balanced,medium calories,not very healthy,Left,8,8,low income,1,above,red,foot,0,172,below average,about average,classical,introvert,2021-09-27 16:41:59,2021,2,FALSE,FALSE,FALSE,FALSE,TRUE,2,31451991,4,6
293,9/27/2021 15:46:00,185,Male,true Brown,3 (22 yo),Left,Mar,Omnivore,balanced,medium calories,very healthy,Centre,8,10.5,wealthy,100,above,yellow,non-motored wheels,100,178,above average,above average,Afrobeat,introvert,2021-09-27 16:46:00,2021,3,FALSE,FALSE,FALSE,FALSE,TRUE,3,31452232,3,5
294,9/27/2021 15:48:05,167,Female,true Brown,1 (20 years old or below),Right,Jul,Omnivore,balanced,medium calories,normal,Right,9,7.5,average,150,below,yellow,foot,100,175,above average,about average,experimental,introvert,2021-09-27 16:48:05,2021,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,31452357,7,9
295,9/27/2021 15:57:17,159,Female,true Brown,2 (21 yo),Left,Oct,Omnivore,balanced,high calories,normal,Left,7,4,wealthy,100,below,red,non-motored wheels,100,180,about average,below average,experimental,introvert,2021-09-27 16:57:17,2021,2,FALSE,FALSE,FALSE,FALSE,TRUE,2,31452909,10,12
296,9/27/2021 17:11:51,169,Female,true Brown,1 (20 years old or below),Left,Apr,Vegetarian,sugar/balanced,medium calories,normal,Right,9,5,average,100,above,green,foot,0,178,above average,below average,experimental,introvert,2021-09-27 18:11:51,2021,1,FALSE,FALSE,TRUE,FALSE,TRUE,1,31457383,4,6
297,9/27/2021 17:12:16,175,Female,true Brown,2 (21 yo),Left,Aug,Vegetarian,balanced,medium calories,normal,Left,8,5,low income,132,below,green,foot,85,180,about average,about average,experimental,introvert,2021-09-27 18:12:16,2021,2,FALSE,FALSE,FALSE,FALSE,TRUE,2,31457408,8,10
298,9/27/2021 17:46:43,158,Female,true Black,1 (20 years old or below),Right,Oct,Omnivore,balanced,high calories,very healthy,Right,9,5,average,100,below,red,foot,0,168,about average,about average,experimental,introvert,2021-09-27 18:46:43,2021,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,31459475,10,12
