Entity,Code,Day,Monthly sea surface temperature anomaly
Northern Hemisphere,,15/03/1949,-0.09176
Northern Hemisphere,,15/04/1949,-0.02946
Northern Hemisphere,,15/05/1949,-0.00541
Northern Hemisphere,,15/06/1949,-0.16993
Northern Hemisphere,,15/07/1949,-0.07633
Northern Hemisphere,,15/08/1949,0.00156
Northern Hemisphere,,15/09/1949,-0.17559
Northern Hemisphere,,15/10/1949,-0.08592
Northern Hemisphere,,15/11/1949,-0.08029
Northern Hemisphere,,15/12/1949,0.00058
Northern Hemisphere,,15/01/1950,0.05051
Northern Hemisphere,,15/02/1950,-0.03624
Northern Hemisphere,,15/03/1950,-0.02389
Northern Hemisphere,,15/04/1950,-0.03943
Northern Hemisphere,,15/05/1950,-0.03001
Northern Hemisphere,,15/06/1950,-0.10797
Northern Hemisphere,,15/07/1950,-0.03177
Northern Hemisphere,,15/08/1950,-0.03196
Northern Hemisphere,,15/09/1950,-0.05878
Northern Hemisphere,,15/10/1950,-0.05745
Northern Hemisphere,,15/11/1950,-0.02595
Northern Hemisphere,,15/12/1950,0.01196
Northern Hemisphere,,15/01/1951,0.046
Northern Hemisphere,,15/02/1951,-0.07633
Northern Hemisphere,,15/03/1951,-0.0198
Northern Hemisphere,,15/04/1951,-0.05848
Northern Hemisphere,,15/05/1951,0.09601
Northern Hemisphere,,15/06/1951,0.16192
Northern Hemisphere,,15/07/1951,0.2042
Northern Hemisphere,,15/08/1951,0.29267
Northern Hemisphere,,15/09/1951,0.27399
Northern Hemisphere,,15/10/1951,0.26066
Northern Hemisphere,,15/11/1951,0.16862
Northern Hemisphere,,15/12/1951,0.24704
Northern Hemisphere,,15/01/1952,0.15802
Northern Hemisphere,,15/02/1952,0.15594
Northern Hemisphere,,15/03/1952,0.14621
Northern Hemisphere,,15/04/1952,0.16527
Northern Hemisphere,,15/05/1952,0.20046
Northern Hemisphere,,15/06/1952,0.16572
Northern Hemisphere,,15/07/1952,0.08626
Northern Hemisphere,,15/08/1952,0.14153
Northern Hemisphere,,15/09/1952,0.10776
Northern Hemisphere,,15/10/1952,0.14767
Northern Hemisphere,,15/11/1952,0.01619
Northern Hemisphere,,15/12/1952,0.08535
Northern Hemisphere,,15/01/1953,0.07077
Northern Hemisphere,,15/02/1953,0.09507
Northern Hemisphere,,15/03/1953,0.1305
Northern Hemisphere,,15/04/1953,0.13497
Northern Hemisphere,,15/05/1953,0.17358
Northern Hemisphere,,15/06/1953,0.13552
Northern Hemisphere,,15/07/1953,0.14182
Northern Hemisphere,,15/08/1953,0.1661
Northern Hemisphere,,15/09/1953,0.1693
Northern Hemisphere,,15/10/1953,0.11352
Northern Hemisphere,,15/11/1953,0.13435
Northern Hemisphere,,15/12/1953,0.14475
Northern Hemisphere,,15/01/1954,0.21236
Northern Hemisphere,,15/02/1954,0.09289
Northern Hemisphere,,15/03/1954,0.00307
Northern Hemisphere,,15/04/1954,0.01462
Northern Hemisphere,,15/05/1954,-0.02014
Northern Hemisphere,,15/06/1954,-0.03596
Northern Hemisphere,,15/07/1954,-0.1343
Northern Hemisphere,,15/08/1954,-0.07982
Northern Hemisphere,,15/09/1954,-0.06437
Northern Hemisphere,,15/10/1954,-0.11239
Northern Hemisphere,,15/11/1954,-0.11321
Northern Hemisphere,,15/12/1954,-0.05229
Northern Hemisphere,,15/01/1955,-0.04829
Northern Hemisphere,,15/02/1955,-0.05383
Northern Hemisphere,,15/03/1955,-0.01966
Northern Hemisphere,,15/04/1955,-0.10875
Northern Hemisphere,,15/05/1955,-0.13969
Northern Hemisphere,,15/06/1955,-0.17906
Northern Hemisphere,,15/07/1955,-0.06318
Northern Hemisphere,,15/08/1955,-0.02317
Northern Hemisphere,,15/09/1955,-0.0679
Northern Hemisphere,,15/10/1955,-0.20756
Northern Hemisphere,,15/11/1955,-0.12593
Northern Hemisphere,,15/12/1955,-0.034
Northern Hemisphere,,15/01/1956,0.00139
Northern Hemisphere,,15/02/1956,-0.07079
Northern Hemisphere,,15/03/1956,-0.06197
Northern Hemisphere,,15/04/1956,-0.10891
Northern Hemisphere,,15/05/1956,-0.16389
Northern Hemisphere,,15/06/1956,-0.25747
Northern Hemisphere,,15/07/1956,-0.23886
Northern Hemisphere,,15/08/1956,-0.20573
Northern Hemisphere,,15/09/1956,-0.25645
Northern Hemisphere,,15/10/1956,-0.19125
Northern Hemisphere,,15/11/1956,-0.22343
Northern Hemisphere,,15/12/1956,-0.13387
Northern Hemisphere,,15/01/1957,-0.13324
Northern Hemisphere,,15/02/1957,-0.07074
Northern Hemisphere,,15/03/1957,-0.02481
Northern Hemisphere,,15/04/1957,-0.0217
Northern Hemisphere,,15/05/1957,0.05027
Northern Hemisphere,,15/06/1957,0.04384
Northern Hemisphere,,15/07/1957,0.14088
Northern Hemisphere,,15/08/1957,0.19041
Northern Hemisphere,,15/09/1957,0.10011
Northern Hemisphere,,15/10/1957,0.06193
Northern Hemisphere,,15/11/1957,0.13113
Northern Hemisphere,,15/12/1957,0.18909
Northern Hemisphere,,15/01/1958,0.14387
Northern Hemisphere,,15/02/1958,0.22536
Northern Hemisphere,,15/03/1958,0.21322
Northern Hemisphere,,15/04/1958,0.17819
Northern Hemisphere,,15/05/1958,0.10042
Northern Hemisphere,,15/06/1958,0.1827
Northern Hemisphere,,15/07/1958,0.07416
Northern Hemisphere,,15/08/1958,0.14147
Northern Hemisphere,,15/09/1958,0.13826
Northern Hemisphere,,15/10/1958,0.09589
Northern Hemisphere,,15/11/1958,0.04664
Northern Hemisphere,,15/12/1958,0.11929
Northern Hemisphere,,15/01/1959,0.0805
Northern Hemisphere,,15/02/1959,0.12085
Northern Hemisphere,,15/03/1959,0.04126
Northern Hemisphere,,15/04/1959,0.06142
Northern Hemisphere,,15/05/1959,0.09639
Northern Hemisphere,,15/06/1959,0.03596
Northern Hemisphere,,15/07/1959,0.09279
Northern Hemisphere,,15/08/1959,0.02582
Northern Hemisphere,,15/09/1959,0.05718
Northern Hemisphere,,15/10/1959,0.02319
Northern Hemisphere,,15/11/1959,-0.0472
Northern Hemisphere,,15/12/1959,-0.00124
Northern Hemisphere,,15/01/1960,0.00157
Northern Hemisphere,,15/02/1960,-0.00071
Northern Hemisphere,,15/03/1960,0.02731
Northern Hemisphere,,15/04/1960,-0.02368
Northern Hemisphere,,15/05/1960,-0.0217
Northern Hemisphere,,15/06/1960,-0.03847
Northern Hemisphere,,15/07/1960,0.10318
Northern Hemisphere,,15/08/1960,0.0242
Northern Hemisphere,,15/09/1960,0.03985
Northern Hemisphere,,15/10/1960,-0.0437
Northern Hemisphere,,15/11/1960,-0.0137
Northern Hemisphere,,15/12/1960,-0.00582
Northern Hemisphere,,15/01/1961,0.0419
Northern Hemisphere,,15/02/1961,0.04735
Northern Hemisphere,,15/03/1961,0.0733
Northern Hemisphere,,15/04/1961,0.07964
Northern Hemisphere,,15/05/1961,0.04925
Northern Hemisphere,,15/06/1961,0.01925
Northern Hemisphere,,15/07/1961,0.02981
Northern Hemisphere,,15/08/1961,0.02942
Northern Hemisphere,,15/09/1961,-0.09268
Northern Hemisphere,,15/10/1961,0.00623
Northern Hemisphere,,15/11/1961,-0.05089
Northern Hemisphere,,15/12/1961,0.00594
Northern Hemisphere,,15/01/1962,-0.01976
Northern Hemisphere,,15/02/1962,-0.00565
Northern Hemisphere,,15/03/1962,-0.03676
Northern Hemisphere,,15/04/1962,-0.00137
Northern Hemisphere,,15/05/1962,-0.02236
Northern Hemisphere,,15/06/1962,-0.10998
Northern Hemisphere,,15/07/1962,0.00622
Northern Hemisphere,,15/08/1962,-0.00195
Northern Hemisphere,,15/09/1962,-0.00588
Northern Hemisphere,,15/10/1962,-0.06169
Northern Hemisphere,,15/11/1962,-0.06586
Northern Hemisphere,,15/12/1962,-0.05463
Northern Hemisphere,,15/01/1963,-0.05024
Northern Hemisphere,,15/02/1963,-0.05753
Northern Hemisphere,,15/03/1963,-0.04953
Northern Hemisphere,,15/04/1963,0.01586
Northern Hemisphere,,15/05/1963,-0.0161
Northern Hemisphere,,15/06/1963,-0.01973
Northern Hemisphere,,15/07/1963,0.10522
Northern Hemisphere,,15/08/1963,0.17272
Northern Hemisphere,,15/09/1963,0.08962
Northern Hemisphere,,15/10/1963,0.13453
Northern Hemisphere,,15/11/1963,0.17857
Northern Hemisphere,,15/12/1963,0.14594
Northern Hemisphere,,15/01/1964,0.10268
Northern Hemisphere,,15/02/1964,0.04702
Northern Hemisphere,,15/03/1964,-0.06619
Northern Hemisphere,,15/04/1964,-0.06464
Northern Hemisphere,,15/05/1964,-0.06114
Northern Hemisphere,,15/06/1964,-0.03341
Northern Hemisphere,,15/07/1964,-0.099
Northern Hemisphere,,15/08/1964,-0.30533
Northern Hemisphere,,15/09/1964,-0.30444
Northern Hemisphere,,15/10/1964,-0.27114
Northern Hemisphere,,15/11/1964,-0.28466
Northern Hemisphere,,15/12/1964,-0.28887
Northern Hemisphere,,15/01/1965,-0.24821
Northern Hemisphere,,15/02/1965,-0.21697
Northern Hemisphere,,15/03/1965,-0.25676
Northern Hemisphere,,15/04/1965,-0.23776
Northern Hemisphere,,15/05/1965,-0.21448
Northern Hemisphere,,15/06/1965,-0.22515
Northern Hemisphere,,15/07/1965,-0.25104
Northern Hemisphere,,15/08/1965,-0.15615
Northern Hemisphere,,15/09/1965,-0.12855
Northern Hemisphere,,15/10/1965,-0.02239
Northern Hemisphere,,15/11/1965,0.04227
Northern Hemisphere,,15/12/1965,0.02693
Northern Hemisphere,,15/01/1966,0.06179
Northern Hemisphere,,15/02/1966,0.0804
Northern Hemisphere,,15/03/1966,0.118
Northern Hemisphere,,15/04/1966,0.04363
Northern Hemisphere,,15/05/1966,-0.07192
Northern Hemisphere,,15/06/1966,-0.03139
Northern Hemisphere,,15/07/1966,0.00477
Northern Hemisphere,,15/08/1966,0.01407
Northern Hemisphere,,15/09/1966,-0.02359
Northern Hemisphere,,15/10/1966,0.08707
Northern Hemisphere,,15/11/1966,0.07664
Northern Hemisphere,,15/12/1966,0.03602
Northern Hemisphere,,15/01/1967,-0.06272
Northern Hemisphere,,15/02/1967,-0.04651
Northern Hemisphere,,15/03/1967,-0.06898
Northern Hemisphere,,15/04/1967,-0.01143
Northern Hemisphere,,15/05/1967,0.01192
Northern Hemisphere,,15/06/1967,0.03483
Northern Hemisphere,,15/07/1967,0.0273
Northern Hemisphere,,15/08/1967,0.068
Northern Hemisphere,,15/09/1967,-0.0252
Northern Hemisphere,,15/10/1967,-0.03167
Northern Hemisphere,,15/11/1967,-0.08177
Northern Hemisphere,,15/12/1967,-0.14808
Northern Hemisphere,,15/01/1968,-0.21985
Northern Hemisphere,,15/02/1968,-0.22097
Northern Hemisphere,,15/03/1968,-0.26403
Northern Hemisphere,,15/04/1968,-0.1459
Northern Hemisphere,,15/05/1968,-0.03599
Northern Hemisphere,,15/06/1968,0.06456
Northern Hemisphere,,15/07/1968,0.00954
Northern Hemisphere,,15/08/1968,-0.01735
Northern Hemisphere,,15/09/1968,-0.01437
Northern Hemisphere,,15/10/1968,0.02231
Northern Hemisphere,,15/11/1968,0.01186
Northern Hemisphere,,15/12/1968,0.05831
Northern Hemisphere,,15/01/1969,0.1492
Northern Hemisphere,,15/02/1969,0.09371
Northern Hemisphere,,15/03/1969,0.05986
Northern Hemisphere,,15/04/1969,0.07661
Northern Hemisphere,,15/05/1969,0.10899
Northern Hemisphere,,15/06/1969,-0.03128
Northern Hemisphere,,15/07/1969,-0.0416
Northern Hemisphere,,15/08/1969,-0.04732
Northern Hemisphere,,15/09/1969,-0.04439
Northern Hemisphere,,15/10/1969,-0.08827
Northern Hemisphere,,15/11/1969,-0.07076
Northern Hemisphere,,15/12/1969,-0.05627
Northern Hemisphere,,15/01/1970,-0.02498
Northern Hemisphere,,15/02/1970,-0.03478
Northern Hemisphere,,15/03/1970,-0.03345
Northern Hemisphere,,15/04/1970,0.00003
Northern Hemisphere,,15/05/1970,-0.06675
Northern Hemisphere,,15/06/1970,-0.08828
Northern Hemisphere,,15/07/1970,-0.18969
Northern Hemisphere,,15/08/1970,-0.11651
Northern Hemisphere,,15/09/1970,-0.11857
Northern Hemisphere,,15/10/1970,-0.09486
Northern Hemisphere,,15/11/1970,-0.12799
Northern Hemisphere,,15/12/1970,-0.11752
Northern Hemisphere,,15/01/1971,-0.18282
Northern Hemisphere,,15/02/1971,-0.2542
Northern Hemisphere,,15/03/1971,-0.29066
Northern Hemisphere,,15/04/1971,-0.23591
Northern Hemisphere,,15/05/1971,-0.26788
Northern Hemisphere,,15/06/1971,-0.28329
Northern Hemisphere,,15/07/1971,-0.21458
Northern Hemisphere,,15/08/1971,-0.30435
Northern Hemisphere,,15/09/1971,-0.35543
Northern Hemisphere,,15/10/1971,-0.34775
Northern Hemisphere,,15/11/1971,-0.35049
Northern Hemisphere,,15/12/1971,-0.28955
Northern Hemisphere,,15/01/1972,-0.27678
Northern Hemisphere,,15/02/1972,-0.22122
Northern Hemisphere,,15/03/1972,-0.24114
Northern Hemisphere,,15/04/1972,-0.08759
Northern Hemisphere,,15/05/1972,-0.07027
Northern Hemisphere,,15/06/1972,-0.05636
Northern Hemisphere,,15/07/1972,-0.03184
Northern Hemisphere,,15/08/1972,-0.13302
Northern Hemisphere,,15/09/1972,-0.15441
Northern Hemisphere,,15/10/1972,-0.12238
Northern Hemisphere,,15/11/1972,-0.03052
Northern Hemisphere,,15/12/1972,0.06703
Northern Hemisphere,,15/01/1973,0.06999
Northern Hemisphere,,15/02/1973,0.06182
Northern Hemisphere,,15/03/1973,0.04138
Northern Hemisphere,,15/04/1973,0.01507
Northern Hemisphere,,15/05/1973,-0.00824
Northern Hemisphere,,15/06/1973,-0.01273
Northern Hemisphere,,15/07/1973,-0.04033
Northern Hemisphere,,15/08/1973,-0.05807
Northern Hemisphere,,15/09/1973,-0.11231
Northern Hemisphere,,15/10/1973,-0.17983
Northern Hemisphere,,15/11/1973,-0.16612
Northern Hemisphere,,15/12/1973,-0.26899
Northern Hemisphere,,15/01/1974,-0.24623
Northern Hemisphere,,15/02/1974,-0.19132
Northern Hemisphere,,15/03/1974,-0.19715
Northern Hemisphere,,15/04/1974,-0.23235
Northern Hemisphere,,15/05/1974,-0.26787
Northern Hemisphere,,15/06/1974,-0.21884
Northern Hemisphere,,15/07/1974,-0.22626
Northern Hemisphere,,15/08/1974,-0.09021
Northern Hemisphere,,15/09/1974,-0.13705
Northern Hemisphere,,15/10/1974,-0.16072
Northern Hemisphere,,15/11/1974,-0.19846
Northern Hemisphere,,15/12/1974,-0.13599
Northern Hemisphere,,15/01/1975,-0.09296
Northern Hemisphere,,15/02/1975,-0.06032
Northern Hemisphere,,15/03/1975,-0.14118
Northern Hemisphere,,15/04/1975,-0.21118
Northern Hemisphere,,15/05/1975,-0.14137
Northern Hemisphere,,15/06/1975,-0.23535
Northern Hemisphere,,15/07/1975,-0.15105
Northern Hemisphere,,15/08/1975,-0.13239
Northern Hemisphere,,15/09/1975,-0.23841
Northern Hemisphere,,15/10/1975,-0.27339
Northern Hemisphere,,15/11/1975,-0.31611
Northern Hemisphere,,15/12/1975,-0.3348
Northern Hemisphere,,15/01/1976,-0.31005
Northern Hemisphere,,15/02/1976,-0.26801
Northern Hemisphere,,15/03/1976,-0.18351
Northern Hemisphere,,15/04/1976,-0.24555
Northern Hemisphere,,15/05/1976,-0.2585
Northern Hemisphere,,15/06/1976,-0.17911
Northern Hemisphere,,15/07/1976,-0.15834
Northern Hemisphere,,15/08/1976,-0.14085
Northern Hemisphere,,15/09/1976,-0.20334
Northern Hemisphere,,15/10/1976,-0.08742
Northern Hemisphere,,15/11/1976,-0.11449
Northern Hemisphere,,15/12/1976,-0.06517
Northern Hemisphere,,15/01/1977,-0.05051
Northern Hemisphere,,15/02/1977,-0.05195
Northern Hemisphere,,15/03/1977,0.02616
Northern Hemisphere,,15/04/1977,-0.04022
Northern Hemisphere,,15/05/1977,-0.01314
Northern Hemisphere,,15/06/1977,0.0437
Northern Hemisphere,,15/07/1977,0.07319
Northern Hemisphere,,15/08/1977,0.09314
Northern Hemisphere,,15/09/1977,0.13386
Northern Hemisphere,,15/10/1977,0.03591
Northern Hemisphere,,15/11/1977,0.02559
Northern Hemisphere,,15/12/1977,0.06923
Northern Hemisphere,,15/01/1978,0.13624
Northern Hemisphere,,15/02/1978,0.07399
Northern Hemisphere,,15/03/1978,0.05483
Northern Hemisphere,,15/04/1978,-0.00249
Northern Hemisphere,,15/05/1978,-0.05299
Northern Hemisphere,,15/06/1978,-0.04288
Northern Hemisphere,,15/07/1978,0.03141
Northern Hemisphere,,15/08/1978,-0.01508
Northern Hemisphere,,15/09/1978,0.0188
Northern Hemisphere,,15/10/1978,0.00702
Northern Hemisphere,,15/11/1978,0.02459
Northern Hemisphere,,15/12/1978,0.04867
Northern Hemisphere,,15/01/1979,0.11018
Northern Hemisphere,,15/02/1979,0.09765
Northern Hemisphere,,15/03/1979,0.0995
Northern Hemisphere,,15/04/1979,0.11987
Northern Hemisphere,,15/05/1979,0.00821
Northern Hemisphere,,15/06/1979,0.15071
Northern Hemisphere,,15/07/1979,0.09268
Northern Hemisphere,,15/08/1979,0.11034
Northern Hemisphere,,15/09/1979,0.1307
Northern Hemisphere,,15/10/1979,0.10876
Northern Hemisphere,,15/11/1979,0.14141
Northern Hemisphere,,15/12/1979,0.21685
Northern Hemisphere,,15/01/1980,0.25486
Northern Hemisphere,,15/02/1980,0.16712
Northern Hemisphere,,15/03/1980,0.15099
Northern Hemisphere,,15/04/1980,0.11046
Northern Hemisphere,,15/05/1980,0.12172
Northern Hemisphere,,15/06/1980,0.13064
Northern Hemisphere,,15/07/1980,0.15066
Northern Hemisphere,,15/08/1980,0.1384
Northern Hemisphere,,15/09/1980,0.09443
Northern Hemisphere,,15/10/1980,0.00019
Northern Hemisphere,,15/11/1980,0.03049
Northern Hemisphere,,15/12/1980,0.06768
Northern Hemisphere,,15/01/1981,0.0249
Northern Hemisphere,,15/02/1981,0.04761
Northern Hemisphere,,15/03/1981,0.12167
Northern Hemisphere,,15/04/1981,0.15965
Northern Hemisphere,,15/05/1981,0.14693
Northern Hemisphere,,15/06/1981,0.17456
Northern Hemisphere,,15/07/1981,0.14187
Northern Hemisphere,,15/08/1981,0.0808
Northern Hemisphere,,15/09/1981,0.13623
Northern Hemisphere,,15/10/1981,0.15852
Northern Hemisphere,,15/11/1981,0.10178
Northern Hemisphere,,15/12/1981,0.12995
Northern Hemisphere,,15/01/1982,0.12644
Northern Hemisphere,,15/02/1982,0.1175
Northern Hemisphere,,15/03/1982,0.13859
Northern Hemisphere,,15/04/1982,0.13094
Northern Hemisphere,,15/05/1982,0.15843
Northern Hemisphere,,15/06/1982,0.10711
Northern Hemisphere,,15/07/1982,0.00978
Northern Hemisphere,,15/08/1982,-0.0272
Northern Hemisphere,,15/09/1982,0.01432
Northern Hemisphere,,15/10/1982,0.11441
Northern Hemisphere,,15/11/1982,0.14533
Northern Hemisphere,,15/12/1982,0.12945
Northern Hemisphere,,15/01/1983,0.22615
Northern Hemisphere,,15/02/1983,0.12361
Northern Hemisphere,,15/03/1983,0.14582
Northern Hemisphere,,15/04/1983,0.09757
Northern Hemisphere,,15/05/1983,0.19295
Northern Hemisphere,,15/06/1983,0.19882
Northern Hemisphere,,15/07/1983,0.15381
Northern Hemisphere,,15/08/1983,0.1129
Northern Hemisphere,,15/09/1983,0.15477
Northern Hemisphere,,15/10/1983,0.05787
Northern Hemisphere,,15/11/1983,0.04373
Northern Hemisphere,,15/12/1983,0.06806
Northern Hemisphere,,15/01/1984,0.01641
Northern Hemisphere,,15/02/1984,0.01979
Northern Hemisphere,,15/03/1984,0.05315
Northern Hemisphere,,15/04/1984,0.0303
Northern Hemisphere,,15/05/1984,0.04791
Northern Hemisphere,,15/06/1984,-0.0649
Northern Hemisphere,,15/07/1984,0.06318
Northern Hemisphere,,15/08/1984,0.00355
Northern Hemisphere,,15/09/1984,0.04878
Northern Hemisphere,,15/10/1984,-0.08915
Northern Hemisphere,,15/11/1984,-0.10731
Northern Hemisphere,,15/12/1984,-0.14595
Northern Hemisphere,,15/01/1985,-0.11476
Northern Hemisphere,,15/02/1985,-0.11639
Northern Hemisphere,,15/03/1985,-0.11886
Northern Hemisphere,,15/04/1985,-0.15084
Northern Hemisphere,,15/05/1985,-0.04625
Northern Hemisphere,,15/06/1985,-0.00176
Northern Hemisphere,,15/07/1985,-0.05678
Northern Hemisphere,,15/08/1985,-0.03822
Northern Hemisphere,,15/09/1985,0.03681
Northern Hemisphere,,15/10/1985,-0.01056
Northern Hemisphere,,15/11/1985,0.01822
Northern Hemisphere,,15/12/1985,-0.03562
Northern Hemisphere,,15/01/1986,-0.06023
Northern Hemisphere,,15/02/1986,-0.03119
Northern Hemisphere,,15/03/1986,-0.04288
Northern Hemisphere,,15/04/1986,0.01557
Northern Hemisphere,,15/05/1986,0.07145
Northern Hemisphere,,15/06/1986,0.079
Northern Hemisphere,,15/07/1986,0.03737
Northern Hemisphere,,15/08/1986,0.04006
Northern Hemisphere,,15/09/1986,0.05996
Northern Hemisphere,,15/10/1986,0.02365
Northern Hemisphere,,15/11/1986,0.0402
Northern Hemisphere,,15/12/1986,0.04369
Northern Hemisphere,,15/01/1987,-0.0346
Northern Hemisphere,,15/02/1987,-0.00301
Northern Hemisphere,,15/03/1987,0.06514
Northern Hemisphere,,15/04/1987,0.04691
Northern Hemisphere,,15/05/1987,0.1741
Northern Hemisphere,,15/06/1987,0.18504
Northern Hemisphere,,15/07/1987,0.22494
Northern Hemisphere,,15/08/1987,0.33847
Northern Hemisphere,,15/09/1987,0.30281
Northern Hemisphere,,15/10/1987,0.27445
Northern Hemisphere,,15/11/1987,0.32855
Northern Hemisphere,,15/12/1987,0.28111
Northern Hemisphere,,15/01/1988,0.33911
Northern Hemisphere,,15/02/1988,0.26529
Northern Hemisphere,,15/03/1988,0.27531
Northern Hemisphere,,15/04/1988,0.26669
Northern Hemisphere,,15/05/1988,0.17978
Northern Hemisphere,,15/06/1988,0.23188
Northern Hemisphere,,15/07/1988,0.28387
Northern Hemisphere,,15/08/1988,0.24492
Northern Hemisphere,,15/09/1988,0.12492
Northern Hemisphere,,15/10/1988,0.1027
Northern Hemisphere,,15/11/1988,-0.00939
Northern Hemisphere,,15/12/1988,-0.03416
Northern Hemisphere,,15/01/1989,-0.02846
Northern Hemisphere,,15/02/1989,0.04304
Northern Hemisphere,,15/03/1989,0.03673
Northern Hemisphere,,15/04/1989,0.16594
Northern Hemisphere,,15/05/1989,0.17864
Northern Hemisphere,,15/06/1989,0.21588
Northern Hemisphere,,15/07/1989,0.31888
Northern Hemisphere,,15/08/1989,0.32357
Northern Hemisphere,,15/09/1989,0.24263
Northern Hemisphere,,15/10/1989,0.16472
Northern Hemisphere,,15/11/1989,0.1851
Northern Hemisphere,,15/12/1989,0.14729
Northern Hemisphere,,15/01/1990,0.19608
Northern Hemisphere,,15/02/1990,0.28841
Northern Hemisphere,,15/03/1990,0.33106
Northern Hemisphere,,15/04/1990,0.35232
Northern Hemisphere,,15/05/1990,0.35276
Northern Hemisphere,,15/06/1990,0.29772
Northern Hemisphere,,15/07/1990,0.37558
Northern Hemisphere,,15/08/1990,0.3663
Northern Hemisphere,,15/09/1990,0.38471
Northern Hemisphere,,15/10/1990,0.43251
Northern Hemisphere,,15/11/1990,0.37963
Northern Hemisphere,,15/12/1990,0.36252
Northern Hemisphere,,15/01/1991,0.3853
Northern Hemisphere,,15/02/1991,0.31063
Northern Hemisphere,,15/03/1991,0.29209
Northern Hemisphere,,15/04/1991,0.36759
Northern Hemisphere,,15/05/1991,0.29945
Northern Hemisphere,,15/06/1991,0.33634
Northern Hemisphere,,15/07/1991,0.37957
Northern Hemisphere,,15/08/1991,0.32695
Northern Hemisphere,,15/09/1991,0.21372
Northern Hemisphere,,15/10/1991,0.19077
Northern Hemisphere,,15/11/1991,0.18539
Northern Hemisphere,,15/12/1991,0.20621
Northern Hemisphere,,15/01/1992,0.21497
Northern Hemisphere,,15/02/1992,0.25663
Northern Hemisphere,,15/03/1992,0.25127
Northern Hemisphere,,15/04/1992,0.23107
Northern Hemisphere,,15/05/1992,0.28259
Northern Hemisphere,,15/06/1992,0.30558
Northern Hemisphere,,15/07/1992,0.15329
Northern Hemisphere,,15/08/1992,0.0576
Northern Hemisphere,,15/09/1992,0.0592
Northern Hemisphere,,15/10/1992,0.06511
Northern Hemisphere,,15/11/1992,0.02251
Northern Hemisphere,,15/12/1992,0.09805
Northern Hemisphere,,15/01/1993,0.24952
Northern Hemisphere,,15/02/1993,0.19657
Northern Hemisphere,,15/03/1993,0.13998
Northern Hemisphere,,15/04/1993,0.20184
Northern Hemisphere,,15/05/1993,0.25078
Northern Hemisphere,,15/06/1993,0.26451
Northern Hemisphere,,15/07/1993,0.19656
Northern Hemisphere,,15/08/1993,0.12427
Northern Hemisphere,,15/09/1993,0.1145
Northern Hemisphere,,15/10/1993,0.09006
Northern Hemisphere,,15/11/1993,0.15698
Northern Hemisphere,,15/12/1993,0.14614
Northern Hemisphere,,15/01/1994,0.19848
Northern Hemisphere,,15/02/1994,0.2184
Northern Hemisphere,,15/03/1994,0.23736
Northern Hemisphere,,15/04/1994,0.307
Northern Hemisphere,,15/05/1994,0.2926
Northern Hemisphere,,15/06/1994,0.28548
Northern Hemisphere,,15/07/1994,0.31995
Northern Hemisphere,,15/08/1994,0.38216
Northern Hemisphere,,15/09/1994,0.35797
Northern Hemisphere,,15/10/1994,0.39789
Northern Hemisphere,,15/11/1994,0.35261
Northern Hemisphere,,15/12/1994,0.33925
Northern Hemisphere,,15/01/1995,0.33783
Northern Hemisphere,,15/02/1995,0.38004
Northern Hemisphere,,15/03/1995,0.36102
Northern Hemisphere,,15/04/1995,0.36709
Northern Hemisphere,,15/05/1995,0.27804
Northern Hemisphere,,15/06/1995,0.45435
Northern Hemisphere,,15/07/1995,0.47778
Northern Hemisphere,,15/08/1995,0.49907
Northern Hemisphere,,15/09/1995,0.33969
Northern Hemisphere,,15/10/1995,0.34279
Northern Hemisphere,,15/11/1995,0.32987
Northern Hemisphere,,15/12/1995,0.34875
Northern Hemisphere,,15/01/1996,0.25131
Northern Hemisphere,,15/02/1996,0.22791
Northern Hemisphere,,15/03/1996,0.22197
Northern Hemisphere,,15/04/1996,0.24158
Northern Hemisphere,,15/05/1996,0.27589
Northern Hemisphere,,15/06/1996,0.33255
Northern Hemisphere,,15/07/1996,0.27099
Northern Hemisphere,,15/08/1996,0.32707
Northern Hemisphere,,15/09/1996,0.27141
Northern Hemisphere,,15/10/1996,0.1952
Northern Hemisphere,,15/11/1996,0.1389
Northern Hemisphere,,15/12/1996,0.16386
Northern Hemisphere,,15/01/1997,0.24451
Northern Hemisphere,,15/02/1997,0.32348
Northern Hemisphere,,15/03/1997,0.34306
Northern Hemisphere,,15/04/1997,0.32035
Northern Hemisphere,,15/05/1997,0.42865
Northern Hemisphere,,15/06/1997,0.52972
Northern Hemisphere,,15/07/1997,0.58245
Northern Hemisphere,,15/08/1997,0.5601
Northern Hemisphere,,15/09/1997,0.55595
Northern Hemisphere,,15/10/1997,0.58504
Northern Hemisphere,,15/11/1997,0.55905
Northern Hemisphere,,15/12/1997,0.55491
Northern Hemisphere,,15/01/1998,0.56784
Northern Hemisphere,,15/02/1998,0.59983
Northern Hemisphere,,15/03/1998,0.54643
Northern Hemisphere,,15/04/1998,0.57947
Northern Hemisphere,,15/05/1998,0.5831
Northern Hemisphere,,15/06/1998,0.58366
Northern Hemisphere,,15/07/1998,0.6544
Northern Hemisphere,,15/08/1998,0.68479
Northern Hemisphere,,15/09/1998,0.43328
Northern Hemisphere,,15/10/1998,0.43475
Northern Hemisphere,,15/11/1998,0.42979
