"Price" "Bedrooms" "PublicRooms" "Rooms" "Bathrooms" "FloorArea" "EPC" "Tax" "DayAdded" "DateAdded" "Latitude" "Longitude" "UniCommuteTime" "HouseType" "Furnished"
774 3 1 4 2 54 "E" "C" 0 "2024-07-16" 57.26035 -2.07354 143.9384 "Detached" "Fully furnished"
300 1 0 1 1 NA "E" "A" 0 "2024-08-18" 57.1815 -1.8304 204.5228 "Terraced" "Fully furnished"
746 2 1 3 2 98 "C" "D" 0 "2024-08-01" 57.29925 -1.8485 270.1238 "Flat" "Unfurnished"
915 3 1 4 2 75 "C" "D" 0 "2024-09-27" 57.02306 -2.98765 658.6492 "Flat" "Unfurnished"
1037 4 1 5 1 88 "D" "F" 0 "2024-07-01" 56.91724 -2.01108 326.485 "Detached" "Fully furnished"
800 3 1 4 1 NA "D" "D" 0 "2024-07-14" 57.14147 -2.34565 186.7683 "Flat" "Fully furnished"
742 1 1 2 2 50 "C" "B" 0 "2024-09-04" 57.14911 -2.29219 137.0348 "Flat" "Unfurnished"
327 1 1 2 1 47 "D" "A" 0 "2024-08-09" 57.02427 -2.21876 185.793 "Semi-Detached" "Unfurnished"
1124 4 1 5 4 135 "C" "D" 0 "2024-07-01" 57.46984 -2.20584 424.9991 "Flat" "Part furnished"
982 4 1 5 1 108 "C" "A" 0 "2024-07-07" 56.99498 -2.32953 264.3748 "Detached" "Unfurnished"
438 2 1 3 2 43 "D" "A" 0 "2024-08-18" 57.19138 -2.28936 144.7995 "Detached" "Fully furnished"
689 1 2 3 1 54 "C" "B" 0 "2024-06-20" 57.35449 -2.16207 274.2455 "Flat" "Fully furnished"
929 1 1 2 1 68 "B" NA 0 "2024-09-26" 57.01376 -1.84191 266.2808 "Flat" "Unfurnished"
763 1 1 2 1 30 "C" "B" 0 "2024-07-27" 57.07899 -2.04986 115.1621 "Flat" "Unfurnished"
1198 4 1 5 1 112 "C" "C" 0 "2024-06-24" 57.0426 -1.81542 250.3709 "Flat" "Fully furnished"
724 2 1 3 2 71 "E" "E" 0 "2024-08-06" 57.26822 -2.24438 167.1124 "Flat" "Unfurnished"
800 2 1 3 2 NA "B" "C" 0 "2024-09-01" 56.9382 -2.07775 272.8559 "Detached" "Unfurnished"
381 1 1 2 1 39 "E" "A" 0 "2024-09-24" 57.08554 -1.93263 156.4234 "Flat" "Fully furnished"
824 3 1 4 1 76 "D" "D" 0 "2024-06-27" 57.29833 -2.06336 211.4284 "Flat" "Fully furnished"
372 1 1 2 3 NA "D" "A" 0 "2024-06-25" 57.17219 -2.33787 174.6389 "Flat" "Fully furnished"
692 2 1 3 1 101 "C" "C" 0 "2024-09-27" 57.11508 -2.52393 304.79 "Detached" "Fully furnished"
783 3 1 4 2 61 "D" "B" 0 "2024-08-14" 57.09671 -1.83086 205.0092 "Flat" "Unfurnished"
1477 4 1 5 1 120 "B" "F" 0 "2024-06-25" 57.35304 -2.28425 306.1694 "Detached" "Unfurnished"
827 4 1 5 2 102 "D" "C" 0 "2024-06-10" 57.14626 -1.86586 186.9656 "Detached" "Unfurnished"
849 2 1 3 2 72 "D" "D" 0 "2024-06-12" 56.82935 -2.49596 517.0102 "Flat" "Unfurnished"
1017 2 2 4 2 89 "B" "E" 0 "2024-09-15" 57.12439 -1.82422 200.4858 "Flat" "Unfurnished"
485 1 1 2 1 NA "E" "B" 0 "2024-08-31" 57.23232 -2.02064 138.3218 "Flat" "Unfurnished"
658 2 1 3 1 71 "D" "C" 0 "2024-07-02" 57.29884 -2.09082 175.198 "Flat" "Unfurnished"
578 3 1 4 1 102 "D" "B" 0 "2024-08-27" 57.32225 -2.11127 227.1553 "Flat" "Fully furnished"
679 2 1 3 1 NA "D" "C" 0 "2024-06-28" 57.30634 -2.10471 191.2136 "Flat" "Fully furnished"
1297 1 1 2 1 36 "C" "D" 0 "2024-09-20" 57.21446 -2.27819 169.2005 "Flat" "Fully furnished"
526 1 1 2 1 NA "D" "A" 0 "2024-06-19" 57.2628 -2.46243 300.7644 "Flat" "Unfurnished"
661 1 1 2 3 NA "C" "A" 0 "2024-08-14" 57.05473 -2.14555 137.8329 "Flat" "Fully furnished"
1458 4 1 5 1 114 "D" "F" 0 "2024-08-06" 57.47939 -2.45452 491.1389 "Flat" "Fully furnished"
466 1 1 2 1 51 "E" "C" 0 "2024-08-22" 57.03373 -2.53669 345.8846 "Flat" "Part furnished"
919 3 1 4 3 81 "D" "C" 0 "2024-08-12" 57.36615 -2.13041 290.8998 "Detached" "Unfurnished"
757 1 1 2 1 NA "C" "D" 0 "2024-07-14" 57.05559 -2.29885 177.9276 "Flat" "Unfurnished"
823 2 2 4 2 NA "F" "D" 0 "2024-07-31" 57.3129 -2.15508 235.5915 "Flat" "Unfurnished"
615 3 1 4 3 NA "D" "B" 0 "2024-08-02" 57.11812 -1.84252 180.1064 "Detached" "Unfurnished"
1216 4 1 5 1 152 "D" "E" 0 "2024-06-10" 56.9123 -2.53643 444.5664 "Detached" "Unfurnished"
652 3 1 4 2 NA "E" "E" 0 "2024-07-16" 57.26909 -2.23004 187.2412 "Flat" "Fully furnished"
728 1 1 2 1 57 "D" "C" 0 "2024-08-21" 57.1508 -2.34956 182.9525 "Detached" "Unfurnished"
440 1 2 3 2 73 "F" "A" 0 "2024-09-14" 57.33182 -2.14001 237.0259 "Flat" "Fully furnished"
745 3 1 4 1 82 "D" "C" 0 "2024-08-29" 57.26549 -1.7825 259.4288 "Detached" "Fully furnished"
693 3 1 4 1 86 "C" "B" 0 "2024-09-07" 57.22462 -1.8737 192.8088 "Detached" "Unfurnished"
948 3 1 4 1 116 "D" "D" 0 "2024-07-28" 57.3187 -2.50122 382.1239 "Flat" "Fully furnished"
363 2 1 3 1 43 "D" "B" 0 "2024-06-30" 57.06758 -1.92115 177.161 "Semi-Detached" "Unfurnished"
964 2 1 3 2 NA "B" "C" 0 "2024-06-29" 57.09869 -2.31113 166.9997 "Flat" "Part furnished"
490 1 1 2 1 NA "E" "C" 0 "2024-06-30" 57.2529 -1.92227 181.9701 "Flat" "Fully furnished"
944 3 1 4 1 75 NA "C" 0 "2024-09-20" 57.10688 -2.55457 331.9839 "Flat" "Fully furnished"
418 2 1 3 1 NA "C" "C" 0 "2024-07-16" 57.21715 -2.25841 151.6851 "Flat" "Part furnished"
746 1 2 3 1 NA "C" "C" 0 "2024-09-22" 57.20046 -2.39553 223.0933 "Flat" "Unfurnished"
524 1 1 2 1 42 "E" "C" 0 "2024-08-17" 57.00079 -2.14965 221.0948 "Flat" "Fully furnished"
409 1 1 2 2 37 "D" "B" 0 "2024-09-06" 56.98329 -2.25167 263.7445 "Detached" "Fully furnished"
455 1 1 2 1 40 "C" "B" 0 "2024-09-19" 57.24143 -2.00219 142.3934 "Flat" "Fully furnished"
559 3 1 4 1 103 "D" "D" 0 "2024-06-29" 57.2048 -1.85097 195.8849 "Flat" "Fully furnished"
1110 4 1 5 1 110 "D" "D" 0 "2024-09-04" 57.0656 -1.81571 237.6048 "Detached" "Unfurnished"
753 2 1 3 1 NA "C" "C" 0 "2024-09-10" 57.20898 -2.33222 182.0662 "Semi-Detached" "Unfurnished"
1010 3 1 4 1 111 "C" "D" 0 "2024-08-24" 57.31745 -1.95233 241.3098 "Semi-Detached" "Fully furnished"
745 3 1 4 1 63 "E" "D" 0 "2024-09-13" 57.10534 -2.30121 162.2307 "Semi-Detached" "Part furnished"
563 1 1 2 2 30 "E" "B" 0 "2024-06-08" 57.09997 -2.24272 126.0515 "Flat" "Unfurnished"
516 1 1 2 1 NA "E" "B" 0 "2024-07-07" 56.99399 -1.94037 244.3566 "Detached" "Fully furnished"
644 3 1 4 1 NA "D" "C" 0 "2024-08-21" 57.03954 -1.30627 607.1331 "Detached" "Part furnished"
475 2 1 3 1 NA "C" "A" 0 "2024-09-10" 57.02124 -1.91492 211.9354 "Flat" "Fully furnished"
765 2 2 4 2 81 "D" "D" 0 "2024-09-18" 57.07188 -2.31475 188.8895 "Flat" "Part furnished"
799 2 1 3 1 46 "D" "A" 0 "2024-06-09" 57.03953 -2.1005 142.6789 "Semi-Detached" "Unfurnished"
760 2 1 3 1 NA "C" "B" 0 "2024-07-19" 57.06353 -2.28195 175.5917 "Flat" "Fully furnished"
514 1 0 1 2 NA "D" "D" 0 "2024-08-31" 57.30315 -2.19861 222.2153 "Terraced" "Unfurnished"
1145 3 1 4 1 105 "B" "D" 0 "2024-06-22" 57.13708 -2.39834 208.366 "Flat" "Unfurnished"
1062 3 1 4 2 57 "B" "E" 0 "2024-06-11" 57.26924 -2.29965 206.9754 "Flat" "Fully furnished"
772 2 1 3 1 63 "E" "D" 0 "2024-07-30" 57.09643 -1.91954 149.086 "Semi-Detached" "Unfurnished"
409 1 1 2 2 NA "D" "B" 0 "2024-08-18" 57.09023 -2.28204 147.8559 "Flat" "Fully furnished"
536 2 1 3 1 40 "C" "D" 0 "2024-08-16" 57.31468 -2.30721 252.7672 "Flat" "Part furnished"
1024 4 1 5 1 109 "C" "E" 0 "2024-07-09" 57.24653 -2.90632 600.9296 "Flat" "Fully furnished"
697 2 1 3 1 46 "C" "A" 0 "2024-08-12" 57.27941 -2.00792 198.1919 "Terraced" "Unfurnished"
310 1 1 2 1 63 "D" NA 0 "2024-06-13" 57.10126 -1.92003 151.9536 "Detached" "Fully furnished"
744 1 2 3 2 NA "C" "D" 0 "2024-06-07" 57.14635 -2.44201 244.2111 "Flat" "Unfurnished"
868 2 1 3 1 57 "D" "D" 0 "2024-10-04" 57.237 -2.03371 140.2221 "Terraced" "Fully furnished"
519 1 1 2 1 62 "B" "D" 0 "2024-07-01" 57.02077 -1.8183 263.9102 "Flat" "Fully furnished"
617 1 1 2 1 62 "D" "B" 0 "2024-08-22" 57.25814 -2.10659 140.2309 "Flat" "Part furnished"
592 2 1 3 2 67 "C" "C" 0 "2024-06-30" 57.18986 -2.34192 184.688 "Detached" "Part furnished"
798 1 1 2 1 85 "B" "C" 0 "2024-07-20" 57.31338 -2.22043 238.8671 "Detached" "Fully furnished"
1578 5 1 6 1 179 "B" "F" 0 "2024-07-04" 57.18014 -2.4946 295.8344 "Terraced" "Unfurnished"
693 2 1 3 2 51 "B" "B" 0 "2024-08-15" 57.12891 -1.88829 167.0036 "Flat" "Fully furnished"
537 2 1 3 2 83 "D" "D" 0 "2024-08-16" 56.99937 -1.78033 326.2851 "Semi-Detached" "Part furnished"
343 1 1 2 1 44 "E" "B" 0 "2024-07-03" 57.06487 -2.24902 147.8665 "Flat" "Unfurnished"
634 2 1 3 1 NA "C" "C" 0 "2024-09-27" 56.98865 -1.60879 428.686 "Flat" "Fully furnished"
339 2 1 3 1 47 "D" "B" 0 "2024-08-05" 57.27297 -2.23696 182.5957 "Flat" "Unfurnished"
958 1 2 3 1 75 "E" "C" 0 "2024-06-20" 57.01223 -2.33682 260.481 "Flat" "Unfurnished"
728 2 1 3 2 45 "D" "B" 0 "2024-08-10" 57.11852 -2.30843 164.3507 "Detached" "Part furnished"
1020 2 2 4 3 NA "D" "D" 0 "2024-09-22" 57.06136 -1.83612 234.4323 "Flat" "Fully furnished"
1194 2 1 3 1 72 "D" "F" 0 "2024-07-30" 57.30256 -2.02547 191.4938 "Semi-Detached" "Fully furnished"
717 3 1 4 1 98 "E" "C" 0 "2024-07-07" 57.28914 -2.25723 218.8316 "Terraced" "Unfurnished"
616 1 2 3 1 35 "C" "B" 0 "2024-08-16" 57.31071 -2.12059 231.4465 "Detached" "Fully furnished"
1017 3 1 4 1 NA "C" "E" 0 "2024-07-13" 57.32549 -2.01489 259.5123 "Detached" "Fully furnished"
3300 1 1 2 1 45 "D" "B" 0 "2024-09-22" 57.148 -2.101 12.5 "Flat" "Fully furnished"
784 1 1 2 2 NA "B" "A" 0 "2024-06-28" 57.22799 -2.13592 121.4387 "Flat" "Fully furnished"
569 3 1 4 2 NA "C" "C" 0 "2024-09-09" 57.23796 -2.35129 209.2058 "Detached" "Unfurnished"
898 4 1 5 1 124 "E" "C" 0 "2024-09-04" 57.2612 -1.5286 447.4583 "Detached" "Fully furnished"
1619 3 1 4 1 NA "E" "G" 0 "2024-06-10" 57.33706 -1.62087 424.7942 "Detached" "Fully furnished"
1124 2 2 4 1 75 "D" "E" 0 "2024-09-30" 57.11923 -1.88926 168.5615 "Flat" "Fully furnished"
1254 4 1 5 2 113 "C" "D" 0 "2024-08-18" 57.28141 -2.19611 209.8816 "Detached" "Fully furnished"
1160 3 1 4 2 89 "C" "D" 0 "2024-06-19" 57.28357 -2.4648 341.8341 "Detached" "Fully furnished"
552 1 0 1 1 NA "C" "A" 0 "2024-07-22" 57.26406 -2.32015 226.5517 "Flat" "Fully furnished"
977 2 1 3 2 NA "B" "A" 0 "2024-08-01" 57.26119 -2.06276 123.5092 "Terraced" "Fully furnished"
997 3 1 4 2 99 "B" "B" 0 "2024-08-20" 57.10877 -1.69489 294.8185 "Detached" "Part furnished"
1131 4 1 5 2 116 "D" "D" 0 "2024-07-16" 57.35122 -2.12378 259.9627 "Detached" "Fully furnished"
1703 4 1 5 2 131 "B" "F" 0 "2024-08-14" 57.00494 -2.36854 263.9884 "Terraced" "Unfurnished"
881 3 2 5 2 96 "E" "C" 0 "2024-09-15" 57.26432 -1.95298 181.5263 "Flat" "Part furnished"
684 2 1 3 1 39 "E" "D" 0 "2024-07-27" 57.15314 -2.28363 136.1679 "Flat" "Fully furnished"
610 2 1 3 1 NA "C" "A" 0 "2024-09-23" 57.34124 -2.24865 288.4149 "Flat" "Unfurnished"
680 1 2 3 2 48 "D" "C" 0 "2024-07-25" 57.15328 -2.25831 119.5418 "Flat" "Fully furnished"
1203 4 1 5 1 136 "D" "E" 0 "2024-09-03" 57.00906 -2.36953 270.975 "Flat" "Fully furnished"
1054 3 1 4 1 90 "D" "E" 0 "2024-06-15" 57.1531 -1.73018 285.7043 "Terraced" "Unfurnished"
1383 5 1 6 3 NA "C" "F" 0 "2024-08-15" 57.23648 -1.73718 294.5242 "Detached" "Fully furnished"
940 1 2 3 2 91 "C" "B" 0 "2024-09-06" 57.23502 -1.72377 295.6578 "Detached" "Fully furnished"
768 2 1 3 1 48 "E" "B" 0 "2024-06-11" 57.03257 -2.03343 166.6599 "Flat" "Fully furnished"
371 1 1 2 1 44 "D" "A" 0 "2024-06-18" 57.06814 -2.11362 127.5923 "Flat" "Fully furnished"
943 3 1 4 2 100 "E" "E" 0 "2024-09-03" 57.26531 -2.3035 204.5138 "Flat" "Fully furnished"
872 3 1 4 1 NA "D" "D" 0 "2024-08-10" 57.28124 -2.2347 202.1165 "Flat" "Fully furnished"
766 2 1 3 1 81 "A" "C" 0 "2024-08-09" 57.03736 -2.16267 180.6235 "Flat" "Fully furnished"
781 2 1 3 2 49 "C" "C" 0 "2024-09-08" 57.25163 -1.98163 145.891 "Flat" "Fully furnished"
739 1 1 2 1 33 "C" "A" 0 "2024-06-16" 56.97072 -2.11982 224.3077 "Flat" "Fully furnished"
1032 2 2 4 1 118 "C" "D" 0 "2024-07-09" 57.14839 -1.54788 408.3518 "Detached" "Part furnished"
1096 4 1 5 3 97 "D" "D" 0 "2024-06-24" 57.29128 -2.07043 208.0021 "Detached" "Fully furnished"
720 1 1 2 2 76 "B" "C" 0 "2024-07-13" 57.25313 -1.9225 188.9217 "Detached" "Unfurnished"
1237 2 1 3 1 65 "D" "F" 0 "2024-07-13" 57.1745 -1.86216 171.5592 "Flat" "Fully furnished"
363 2 1 3 1 NA "C" "B" 0 "2024-07-31" 57.02189 -1.86672 262.0821 "Detached" "Part furnished"
680 2 2 4 4 87 "C" "C" 0 "2024-07-02" 57.23786 -1.86727 198.9396 "Flat" "Fully furnished"
659 1 2 3 2 30 "D" "C" 0 "2024-06-10" 57.06545 -1.86536 223.2146 "Flat" "Fully furnished"
408 1 1 2 1 67 "D" "C" 0 "2024-07-20" 57.26096 -2.31164 228.843 "Flat" "Fully furnished"
707 3 1 4 2 92 "C" "C" 0 "2024-08-20" 56.93122 -2.0417 279.9352 "Detached" "Fully furnished"
700 1 1 2 1 45 "C" "B" 0 "2024-08-10" 57.06392 -2.19082 120.9084 "Flat" "Unfurnished"
300 1 2 3 1 68 "E" "A" 0 "2024-08-27" 57.23193 -2.25346 145.5103 "Flat" "Part furnished"
534 3 1 4 1 69 "E" "B" 0 "2024-07-02" 57.19567 -2.29194 145.3943 "Detached" "Fully furnished"
850 3 1 4 2 NA "D" "E" 0 "2024-07-20" 57.30725 -2.04424 211.5615 "Flat" "Part furnished"
687 3 1 4 1 NA "C" "C" 0 "2024-08-01" 57.21435 -2.17995 113.7337 "Flat" "Fully furnished"
416 1 1 2 1 60 "D" "B" 0 "2024-09-26" 57.04452 -1.92943 204.9519 "Flat" "Fully furnished"
1016 2 2 4 1 113 "E" "C" 0 "2024-09-13" 57.09694 -1.80128 226.5508 "Detached" "Unfurnished"
678 1 1 2 1 49 "D" "D" 0 "2024-09-02" 57.30839 -1.94386 247.2586 "Flat" "Fully furnished"
1195 3 1 4 2 94 "B" "D" 0 "2024-07-08" 56.9753 -1.94635 254.0372 "Detached" "Fully furnished"
836 1 1 2 1 65 "B" "C" 0 "2024-06-09" 57.10615 -1.82108 215.823 "Terraced" "Unfurnished"
849 4 1 5 2 107 "D" "E" 0 "2024-06-19" 57.19389 -1.74062 267.8659 "Flat" "Unfurnished"
777 3 1 4 2 NA "E" "D" 0 "2024-08-21" 57.19168 -2.43326 261.0683 "Flat" "Unfurnished"
1078 3 1 4 1 NA "D" "D" 0 "2024-07-01" 57.29619 -2.07699 204.9949 "Flat" "Unfurnished"
574 1 1 2 1 NA "B" "D" 0 "2024-06-17" 57.26774 -2.36605 243.1443 "Flat" "Fully furnished"
940 2 1 3 1 96 "E" "E" 0 "2024-06-22" 57.2769 -1.96516 213.8468 "Terraced" "Fully furnished"
780 1 2 3 1 70 "D" "A" 0 "2024-08-11" 57.24538 -2.13004 151.3695 "Flat" "Unfurnished"
579 2 1 3 1 86 "E" "D" 0 "2024-09-16" 57.12684 -2.40103 225.961 "Detached" "Fully furnished"
1821 4 1 5 1 146 "C" "G" 0 "2024-09-12" 57.37735 -2.09201 265.9545 "Detached" "Unfurnished"
629 1 1 2 1 NA "D" "C" 0 "2024-06-12" 57.14674 -2.31426 163.5499 "Flat" "Unfurnished"
1267 3 1 4 2 91 "D" "E" 0 "2024-07-31" 57.30957 -1.97078 237.9704 "Flat" "Unfurnished"
824 3 1 4 1 64 "C" "C" 0 "2024-09-07" 57.28954 -2.25393 218.4185 "Detached" "Fully furnished"
1190 4 1 5 1 125 "E" "E" 0 "2024-06-06" 57.32821 -2.19593 251.3916 "Detached" "Fully furnished"
408 1 1 2 1 38 "D" "A" 0 "2024-08-22" 57.25343 -2.05219 128.1787 "Flat" "Unfurnished"
565 1 1 2 1 43 "E" NA 0 "2024-07-29" 56.99009 -2.24214 227.8181 "Semi-Detached" "Fully furnished"
1010 2 2 4 2 NA "C" "E" 0 "2024-08-29" 57.30054 -1.99596 206.5517 "Detached" "Fully furnished"
1625 6 1 7 2 138 "B" "E" 0 "2024-06-17" 56.92123 -2.35741 338.2418 "Detached" "Fully furnished"
772 3 1 4 1 NA "C" "B" 0 "2024-06-28" 57.34984 -1.93877 317.1859 "Semi-Detached" "Fully furnished"
769 2 1 3 1 75 "C" NA 0 "2024-09-21" 57.19779 -1.82329 208.2938 "Flat" "Unfurnished"
1178 2 2 4 1 95 "A" "D" 0 "2024-08-01" 57.27625 -1.94967 199.236 "Detached" "Fully furnished"
509 2 1 3 1 40 "E" "A" 0 "2024-06-11" 56.96982 -1.09806 784.7133 "Flat" "Fully furnished"
819 1 2 3 2 53 "B" "C" 0 "2024-07-16" 57.22576 -2.28285 157.668 "Flat" "Unfurnished"
1205 4 1 5 1 NA "C" "D" 0 "2024-08-20" 57.05294 -1.85274 222.9876 "Detached" "Part furnished"
1002 1 1 2 1 62 "D" "D" 0 "2024-07-16" 57.12216 -2.45865 254.9167 "Flat" "Fully furnished"
1058 2 1 3 1 NA "C" "C" 0 "2024-08-26" 57.21641 -1.87194 186.3044 "Flat" "Unfurnished"
656 2 1 3 1 51 "C" "C" 0 "2024-07-05" 57.26971 -2.14123 152.4941 "Terraced" "Unfurnished"
765 1 2 3 2 93 "C" "B" 0 "2024-06-21" 57.25768 -2.29746 200.9142 "Detached" "Fully furnished"
353 1 0 1 1 35 "C" "B" 0 "2024-07-04" 57.29442 -2.05371 202.0387 "Flat" "Fully furnished"
1213 3 1 4 1 NA NA "D" 0 "2024-07-04" 57.25033 -1.84061 235.8161 "Detached" "Fully furnished"
300 1 1 2 2 37 "E" "C" 0 "2024-09-26" 57.16296 -2.65192 418.9251 "Flat" "Fully furnished"
354 2 1 3 2 NA "D" "B" 0 "2024-07-09" 57.12081 -2.36717 196.5766 "Semi-Detached" "Fully furnished"
724 2 1 3 1 34 "C" "C" 0 "2024-06-20" 57.07633 -2.01795 104.0732 "Flat" "Fully furnished"
1286 4 1 5 3 NA "C" "D" 0 "2024-07-02" 57.10273 -1.81544 233.0792 "Detached" "Part furnished"
545 1 1 2 1 47 "C" "A" 0 "2024-06-21" 57.24573 -2.09143 137.5808 "Flat" "Unfurnished"
664 1 1 2 1 NA "C" "B" 0 "2024-07-15" 57.2426 -1.77499 272.8081 "Flat" "Unfurnished"
872 1 2 3 2 71 "C" "C" 0 "2024-09-08" 57.1111 -2.29002 161.3596 "Flat" "Fully furnished"
564 3 1 4 3 70 "D" "B" 0 "2024-08-14" 57.23097 -2.40023 239.5377 "Flat" "Unfurnished"
1238 3 1 4 2 75 "B" "D" 0 "2024-06-29" 57.12668 -1.85136 170.3528 "Flat" "Unfurnished"
727 2 1 3 1 62 "B" "C" 0 "2024-06-25" 57.00557 -2.08625 182.8794 "Detached" "Fully furnished"
746 2 2 4 1 NA "E" "B" 0 "2024-09-23" 57.01433 -2.82221 564.78 "Flat" "Fully furnished"
1185 3 2 5 1 95 "D" "D" 0 "2024-09-25" 57.27499 -1.88911 241.267 "Flat" "Fully furnished"
702 1 1 2 1 NA "F" "D" 0 "2024-06-28" 56.95778 -1.95161 263.221 "Flat" "Unfurnished"
688 1 1 2 1 54 "D" "C" 0 "2024-07-25" 57.17655 -1.8972 151.176 "Flat" "Fully furnished"
854 2 1 3 2 56 "C" "C" 0 "2024-06-20" 57.0664 -2.00121 136.4255 "Flat" "Fully furnished"
537 2 1 3 1 39 "C" "A" 0 "2024-07-07" 57.2328 -1.90875 181.4734 "Flat" "Fully furnished"
608 1 1 2 1 45 "E" "D" 0 "2024-07-08" 57.25146 -2.14794 142.7469 "Flat" "Fully furnished"
1067 2 2 4 1 NA "E" "F" 0 "2024-09-10" 57.26174 -2.42588 292.835 "Detached" "Fully furnished"
687 2 1 3 1 61 "C" "C" 0 "2024-09-03" 57.24178 -2.22942 165.6281 "Detached" "Part furnished"
635 1 0 1 1 81 "D" "D" 0 "2024-08-03" 57.2546 -1.92176 188.7642 "Terraced" "Unfurnished"
312 1 1 2 2 70 "C" "A" 0 "2024-09-09" 57.28257 -2.078 181.0804 "Detached" "Fully furnished"
678 2 1 3 1 NA "C" "C" 0 "2024-09-09" 57.03975 -2.30837 234.1846 "Semi-Detached" "Fully furnished"
624 3 1 4 2 71 "D" "C" 0 "2024-06-08" 57.10955 -2.2965 165.0924 "Detached" "Part furnished"
757 2 1 3 1 83 "D" "E" 0 "2024-06-08" 57.07385 -1.77169 265.3507 "Flat" "Unfurnished"
1016 3 1 4 1 NA "B" "B" 0 "2024-08-11" 57.32036 -2.06271 237.5333 "Detached" "Unfurnished"
678 1 1 2 1 30 "D" "A" 0 "2024-09-08" 56.99515 -2.29606 259.446 "Flat" "Unfurnished"
869 4 1 5 2 120 "C" "C" 0 "2024-08-21" 57.34459 -2.39545 333.2372 "Detached" "Fully furnished"
1072 2 1 3 1 80 "C" NA 0 "2024-07-21" 57.29522 -1.95677 218.447 "Flat" "Fully furnished"
1002 2 2 4 1 NA "B" "A" 0 "2024-07-29" 57.24493 -2.00728 158.5093 "Flat" "Fully furnished"
551 1 1 2 1 NA "D" "C" 0 "2024-07-31" 56.99597 -2.06352 188.3221 "Flat" "Fully furnished"
580 1 1 2 1 NA "D" "C" 0 "2024-07-22" 57.08781 -1.8968 170.0127 "Detached" "Unfurnished"
642 2 1 3 1 NA "C" "B" 0 "2024-06-30" 57.02815 -1.96953 184.7782 "Detached" "Fully furnished"
653 1 0 1 1 NA "B" "B" 0 "2024-08-02" 57.27362 -2.15464 173.9411 "Semi-Detached" "Fully furnished"
1047 4 1 5 1 NA "C" "C" 0 "2024-09-27" 56.94929 -1.9476 284.0129 "Detached" "Part furnished"
585 2 1 3 1 NA "C" "B" 0 "2024-07-11" 57.07569 -2.23356 143.7349 "Flat" "Fully furnished"
976 3 1 4 2 106 "D" "C" 0 "2024-08-12" 57.04555 -2.32848 225.185 "Semi-Detached" "Fully furnished"
576 1 1 2 1 NA "B" "B" 0 "2024-06-24" 57.21383 -2.13332 122.7578 "Flat" "Fully furnished"
1051 3 1 4 2 91 "C" "D" 0 "2024-07-04" 57.15148 -1.84011 207.7273 "Detached" "Unfurnished"
1028 5 1 6 2 154 "D" "E" 0 "2024-07-26" 57.35247 -2.32375 330.0802 "Detached" "Part furnished"
354 1 1 2 1 39 "C" "A" 0 "2024-07-18" 57.07098 -2.21693 140.4886 "Terraced" "Fully furnished"
1089 2 1 3 1 54 "E" "B" 0 "2024-09-15" 57.11607 -1.91078 149.1 "Flat" "Fully furnished"
505 1 1 2 1 NA "C" "B" 0 "2024-08-01" 57.08107 -1.91566 182.9244 "Flat" "Unfurnished"
2356 5 1 6 3 194 "C" "H" 0 "2024-09-17" 57.38327 -2.32765 336.7139 "Terraced" "Fully furnished"
806 2 1 3 1 49 "C" "B" 0 "2024-06-19" 56.97331 -2.04739 242.0641 "Flat" "Unfurnished"
1855 4 1 5 3 186 "B" "G" 0 "2024-08-27" 57.38285 -1.994 331.1697 "Detached" "Fully furnished"
827 2 1 3 1 76 "C" "D" 0 "2024-06-16" 57.08386 -1.8126 229.3223 "Flat" "Fully furnished"
1305 4 1 5 2 NA "E" "E" 0 "2024-07-03" 56.99482 -2.35311 288.6598 "Detached" "Fully furnished"
815 1 2 3 2 86 "C" "D" 0 "2024-07-28" 57.22933 -1.78869 250.8956 "Detached" "Unfurnished"
667 1 1 2 1 48 "D" "D" 0 "2024-08-29" 57.03782 -2.02422 162.3727 "Flat" "Unfurnished"
788 3 1 4 3 NA "D" "D" 0 "2024-07-17" 57.28422 -2.06467 170.5299 "Flat" "Fully furnished"
1610 4 1 5 2 158 "D" "F" 0 "2024-08-29" 57.31074 -2.40742 294.4892 "Detached" "Unfurnished"
309 1 0 1 2 38 "E" "D" 0 "2024-08-20" 57.21481 -2.32845 190.2757 "Flat" "Fully furnished"
929 2 1 3 2 NA "D" "D" 0 "2024-06-16" 56.95225 -1.89913 290.1841 "Flat" "Unfurnished"
726 2 1 3 1 76 "D" "D" 0 "2024-08-31" 57.06217 -1.83356 227.5443 "Flat" "Fully furnished"
1019 2 1 3 1 NA "D" "E" 0 "2024-08-21" 57.05153 -1.7125 316.2021 "Flat" "Fully furnished"
1383 3 1 4 2 91 "B" "D" 0 "2024-09-08" 57.08637 -2.30231 176.4132 "Flat" "Fully furnished"
677 1 2 3 2 36 "D" "B" 0 "2024-08-09" 57.24846 -2.11104 130.8353 "Flat" "Fully furnished"
640 3 1 4 1 NA "D" "C" 0 "2024-09-15" 57.00612 -2.09005 205.5532 "Terraced" "Unfurnished"
876 1 1 2 1 63 "D" "E" 0 "2024-09-14" 57.13292 -1.88986 160.5433 "Flat" "Unfurnished"
935 3 1 4 1 NA "C" "D" 0 "2024-09-12" 57.00105 -2.19152 228.805 "Detached" "Fully furnished"
