"price" "beds" "living" "baths" "sqmt" "epc" "tax" "date" "link" "house" "lat" "lon" "rooms" "commute_time" "commute_time_minutes"
500 2 1 1 55 "c" "b" 2024-08-15 "https://www.aspc.co.uk/search/property/427239/31D-Gordon-Street/Huntly/" "31D Gordon Street" 57.4465981183249 -2.78779395337363 3 47827 797.116666666667
1495 4 2 2 137 "d" "g" 2024-08-15 "https://www.aspc.co.uk/search/property/427241/8-Craigendarroch-Walk/Ballater/" "8 Craigendarroch Walk" 57.0522217701992 -3.04504108159613 6 53855 897.583333333333
1200 2 1 2 86 "c" "f" 2024-08-15 "https://www.aspc.co.uk/search/property/427250/36-Dempsey-Court-Queens-Lane-North/Aberdeen/" "36 Dempsey Court, Queens Lane North" 57.143748183664 -2.12855324785167 3 3395 56.5833333333333
850 2 1 1 69 "c" "c" 2024-08-15 "https://www.aspc.co.uk/search/property/427251/16-Ladeside-Gardens/Inverurie/" "16 Ladeside Gardens" 57.2702020059598 -2.3685379883434 3 18691 311.516666666667
550 2 1 1 66 "e" "a" 2024-08-15 "https://www.aspc.co.uk/search/property/427269/58-Slains-Court/Peterhead/" "58 Slains Court" 57.4997281360834 -1.80172001165659 3 37121 618.683333333333
850 3 1 1 65 "c" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427282/12-Dinnie-Place/Inverurie/" "12 Dinnie Place" 57.2389606328713 -2.35055767055213 4 15485 258.083333333333
695 2 1 1 66 "d" "b" 2024-08-15 "https://www.aspc.co.uk/search/property/427291/45-Fetteresso-Terrace/Stonehaven/" "45 Fetteresso Terrace" 56.9667051827678 -2.2207113411044 3 21496 358.266666666667
595 2 1 1 50 "c" "b" 2024-08-15 "https://www.aspc.co.uk/search/property/427293/2d-Station-Brae/Ellon/" "2d Station Brae" 57.3673419887774 -2.086102 3 20407 340.116666666667
625 2 1 1 52 "c" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427307/2-Station-Court/Banchory/" "2 Station Court" 57.0511641234961 -2.50092065889554 3 25285 421.416666666667
850 2 1 2 74 "b" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427317/59-Mary-Elmslie-Court/Aberdeen/" "59 Mary Elmslie Court" 57.1558756365493 -2.09242601165659 3 1762 29.3666666666667
1450 4 2 2 124 "c" "f" 2024-08-17 "https://www.aspc.co.uk/search/property/427322/4-Chestnut-Crescent/Banchory/" "4 Chestnut Crescent" 57.0597214530661 -2.47520367055219 6 23912 398.533333333333
1850 5 2 5 209 "c" "g" 2024-08-17 "https://www.aspc.co.uk/search/property/427350/Thornylea-House/Laurencekirk/" "Thornylea House" 56.8628647846304 -2.38742367055219 7 38071 634.516666666667
625 3 1 1 94 "d" "c" 2024-08-17 "https://www.aspc.co.uk/search/property/427357/18-Den-View/Peterhead/" "18 Den View" 57.5200056181563 -2.1382903294478 4 36299 604.983333333333
850 2 1 1 60 "c" "d" 2024-08-20 "https://www.aspc.co.uk/search/property/427370/61-Millburn-Street/Aberdeen/" "61 Millburn Street" 57.1387535434635 -2.09930767055219 3 3301 55.0166666666667
525 2 1 1 61 "d" "a" 2024-08-20 "https://www.aspc.co.uk/search/property/427416/Flat-2--24-High-Street/Turriff/" "Flat 2, 24 High Street" 57.5374031799591 -2.46185367055219 3 41892 698.2
525 1 1 1 21 "d" "a" 2024-08-20 "https://www.aspc.co.uk/search/property/427417/The-Studio--Penelopefield/Turriff/" "The Studio, Penelopefield" 57.534387460078 -2.55409464723901 2 48257 804.283333333333
800 2 1 1 61 "c" "c" 2024-08-20 "https://www.aspc.co.uk/search/property/427426/6-Joss-Court/Aberdeen/" "6 Joss Court" 57.1779906355706 -2.08925067055219 3 1611 26.85
