"Price" "Bedrooms" "PublicRooms" "Rooms" "Bathrooms" "FloorArea" "EPC" "Tax" "DayAdded" "PropertyURL" "Address" "Latitude" "Longitude" "UniCommuteTime" "HouseType" "Furnished"
550 1 1 2 1 39 "D" "A" 17 "https://www.aspc.co.uk/search/property/428934/33-Wallfield-Crescent/Aberdeen/" "33 Wallfield Crescent" 57.14814 -2.119636 43.3166666666667 "Flat" "Fully furnished"
850 2 1 3 2 84 "C" "E" 17 "https://www.aspc.co.uk/search/property/428909/3-Queens-Court/Banchory/" "3 Queens Court" 57.06122 -2.534656 456.8 "Semi-Detached" "Fully furnished"
500 1 1 2 1 43 "C" "A" 17 "https://www.aspc.co.uk/search/property/428883/Flat-8,-The-Auld-Mill,--Station-Road/Turriff/" "Flat 8, The Auld Mill,  Station Road" 57.53265 -2.457931 684.5 "Flat" "Unfurnished"
1600 4 1 5 2 103 "B" "F" 17 "https://www.aspc.co.uk/search/property/428881/15-Boynds-Drive/Inverurie/" "15 Boynds Drive" 57.29299 -2.363763 353.116666666667 "Detached" "Unfurnished"
1275 5 1 6 2 151 "C" "D" 17 "https://www.aspc.co.uk/search/property/428875/Muir-Of-Coynach/Aboyne/" "Muir Of Coynach" 57.13571 -2.925908 759.216666666667 "Detached" "Unfurnished"
850 2 1 3 1 60 "C" "D" 17 "https://www.aspc.co.uk/search/property/428867/68-Forest-Avenue/Aberdeen/" "68 Forest Avenue" 57.13732 -2.129344 68.8833333333333 "Flat" "Fully furnished"
525 1 1 2 1 44 "C" "C" 17 "https://www.aspc.co.uk/search/property/428728/10-Laurel-Avenue/Aberdeen/" "10 Laurel Avenue" 57.1795 -2.128674 30.0833333333333 "Flat" "Unfurnished"
495 1 1 2 1 43 "D" "A" 17 "https://www.aspc.co.uk/search/property/428725/54-Esslemont-Avenue/Aberdeen/" "54 Esslemont Avenue" 57.1486 -2.115671 41.3166666666667 "Flat" "Fully furnished"
550 1 1 2 1 44 "D" "A" 19 "https://www.aspc.co.uk/search/property/429124/35-Merkland-Place/Aberdeen/" "35 Merkland Place" 57.15931 -2.098619 21.65 "Flat" "Fully furnished"
750 2 1 3 1 69 "C" "D" 19 "https://www.aspc.co.uk/search/property/429118/6-Duthie-Court/Aberdeen/" "6 Duthie Court" 57.12939 -2.132329 81.3666666666667 "Flat" "Fully furnished"
600 1 1 2 1 58 "D" "C" 19 "https://www.aspc.co.uk/search/property/429112/Top-Floor-Flat,-12-West-Glendale-Mews,--Union-Glen/Aberdeen/" "Top Floor Flat, 12 West Glendale Mews,  Union Glen" 57.14095 -2.112647 53.7666666666667 "Flat" "Fully furnished"
700 2 1 3 1 68 "E" "C" 19 "https://www.aspc.co.uk/search/property/429083/9d-Market-Square/Stonehaven/" "9d Market Square" 56.96373 -2.209303 350.9 "Flat" "Fully furnished"
650 2 1 3 1 69 "C" "F" 20 "https://www.aspc.co.uk/search/property/429134/5-Craigieburn-Park/Aberdeen/" "5 Craigieburn Park" 57.13512 -2.154205 86.5166666666667 "Flat" "Fully furnished"
650 2 1 3 1 72 "C" "B" 21 "https://www.aspc.co.uk/search/property/429175/58-Eday-Road/Aberdeen/" "58 Eday Road" 57.14859 -2.164995 71.05 "Flat" "Unfurnished"
650 2 1 3 1 67 "B" "B" 21 "https://www.aspc.co.uk/search/property/429173/150-Stronsay-Drive/Aberdeen/" "150 Stronsay Drive" 57.15028 -2.161142 65.3833333333333 "Flat" "Fully furnished"
700 2 1 3 1 65 "D" "B" 24 "https://www.aspc.co.uk/search/property/429214/82-Prunier-Drive/Peterhead/" "82 Prunier Drive" 57.51175 -1.811597 638.6 "Semi-Detached" "Unfurnished"
650 2 2 4 1 74 "C" "C" 24 "https://www.aspc.co.uk/search/property/429210/9-Meadowview-Place/Turriff/" "9 Meadowview Place" 57.54424 -2.475798 711.933333333333 "Semi-Detached" "Unfurnished"
595 1 1 2 1 52 "D" "C" 24 "https://www.aspc.co.uk/search/property/428606/Flat-3,-TF,--14-Pitstruan-Place/Aberdeen/" "Flat 3, TF,  14 Pitstruan Place" 57.13507 -2.120833 66.35 "Flat" "Part furnished"
650 1 1 2 1 49 "C" "C" 26 "https://www.aspc.co.uk/search/property/429228/48-Strawberry-Bank-Parade/Aberdeen/" "48 Strawberry Bank Parade" 57.1413 -2.108824 50.2833333333333 "Flat" "Fully furnished"
750 2 1 3 1 62 "C" "D" 27 "https://www.aspc.co.uk/search/property/429306/24-Fraser-Mews,-Fraser-Road/Aberdeen/" "24 Fraser Mews, Fraser Road" 57.15559 -2.109528 23.2833333333333 "Flat" "Fully furnished"
495 1 1 2 1 44 "C" "C" 27 "https://www.aspc.co.uk/search/property/428728/10-Laurel-Avenue/Aberdeen/" "10 Laurel Avenue" 57.1795 -2.128674 30.0833333333333 "Flat" "Unfurnished"
725 1 1 2 2 68 "C" "C" 32 "https://www.aspc.co.uk/search/property/429393/First-Floor-Flat,--42-High-Street/Banchory/" "First Floor Flat,  42 High Street" 57.05131 -2.504315 424.033333333333 "Flat" "Unfurnished"
900 2 1 3 1 74 "C" "D" 32 "https://www.aspc.co.uk/search/property/429383/10-The-Glebe/Inverurie/" "10 The Glebe" 57.23281 -2.436369 320.533333333333 "Terraced" "Unfurnished"
795 2 1 3 1 53 "C" "C" 32 "https://www.aspc.co.uk/search/property/429361/Flat-D,--35-Seaforth-Road/Aberdeen/" "Flat D,  35 Seaforth Road" 57.15655 -2.092812 28.4 "Flat" "Fully furnished"
550 1 1 2 1 35 "C" "B" 32 "https://www.aspc.co.uk/search/property/429360/64-Hutcheon-Low-Place/Aberdeen/" "64 Hutcheon Low Place" 57.17577 -2.14584 45.4 "Flat" "Unfurnished"
550 2 1 3 1 85 "E" "B" 32 "https://www.aspc.co.uk/search/property/429340/Cottage-2,--Tillyfar-Farm,-Tillyfar/Turriff/" "Cottage 2,  Tillyfar Farm, Tillyfar" 57.55976 -2.484098 744.916666666667 "Semi-Detached" "Unfurnished"
600 2 1 3 1 60 "C" "C" 32 "https://www.aspc.co.uk/search/property/429335/11-Haughton-Square/Alford/" "11 Haughton Square" 57.23471 -2.704722 572.166666666667 "Flat" "Unfurnished"
1200 4 1 5 2 132 "D" "E" 32 "https://www.aspc.co.uk/search/property/429334/17-Ashgrove-Road/Aberdeen/" "17 Ashgrove Road" 57.15825 -2.119813 25.35 "Flat" "Fully furnished"
895 3 1 4 2 119 "C" "E" 32 "https://www.aspc.co.uk/search/property/429329/40-Deveron-Park/Huntly/" "40 Deveron Park" 57.44861 -2.800594 815.266666666667 "Detached" "Unfurnished"
1350 2 1 3 2 81 "B" "E" 37 "https://www.aspc.co.uk/search/property/429466/44-Queens-Highlands/Aberdeen/" "44 Queens Highlands" 57.13939 -2.143143 72.0833333333333 "Flat" "Fully furnished"
850 5 2 7 1 143 "F" "E" 37 "https://www.aspc.co.uk/search/property/429451/Terryhorn-Farmhouse/Huntly/" "Terryhorn Farmhouse" 57.44721 -2.888735 888.066666666667 "Detached" "Unfurnished"
600 1 1 2 1 40 "C" "B" 37 "https://www.aspc.co.uk/search/property/429427/9-Rennies-Court/Aberdeen/" "9 Rennies Court" 57.1456 -2.099103 41.95 "Flat" "Fully furnished"
1000 4 1 5 2 132 "D" "E" 37 "https://www.aspc.co.uk/search/property/429334/17-Ashgrove-Road/Aberdeen/" "17 Ashgrove Road" 57.15825 -2.119813 25.35 "Flat" "Fully furnished"
650 2 1 3 1 44 "E" "B" 39 "https://www.aspc.co.uk/search/property/429523/Flat-8,--11-Rosemount-Viaduct/Aberdeen/" "Flat 8,  11 Rosemount Viaduct" 57.14759 -2.106926 38.9 "Flat" "Fully furnished"
650 2 1 3 1 53 "C" "D" 39 "https://www.aspc.co.uk/search/property/429511/Flat-A,--34-Oldmill-Road/Aberdeen/" "Flat A,  34 Oldmill Road" 57.1422 -2.100548 48.1333333333333 "Flat" "Part furnished"
650 1 1 2 1 51 "C" "B" 39 "https://www.aspc.co.uk/search/property/429510/116-Union-Grove/Aberdeen/" "116 Union Grove" 57.14114 -2.118563 56.1 "Flat" "Fully furnished"
675 1 1 2 1 40 "C" "B" 39 "https://www.aspc.co.uk/search/property/429499/Flat-B,--18-Ellon-Road/Aberdeen/" "Flat B,  18 Ellon Road" 57.17729 -2.089835 24.8833333333333 "Flat" "Fully furnished"
575 2 1 3 1 70 "C" "C" 39 "https://www.aspc.co.uk/search/property/429489/16-Allochy-Road/Fraserburgh/" "16 Allochy Road" 57.67293 -1.93456 850.133333333333 "Terraced" "Part furnished"
550 1 1 2 1 39 "C" "A" 39 "https://www.aspc.co.uk/search/property/429481/309-Lee-Crescent-North/Aberdeen/" "309 Lee Crescent North" 57.1948 -2.129652 55.25 "Flat" "Fully furnished"
1250 3 2 5 1 100 "E" "D" 39 "https://www.aspc.co.uk/search/property/429478/17-Simpson-Road/Aberdeen/" "17 Simpson Road" 57.17907 -2.093876 31.0333333333333 "Semi-Detached" "Fully furnished"
950 3 1 4 2 140 "E" "F" 39 "https://www.aspc.co.uk/search/property/429475/Braehead-Farm-House/Alford/" "Braehead Farm House" 57.26008 -2.643738 537.9 "Detached" "Unfurnished"
750 2 1 3 1 66 "C" "B" 39 "https://www.aspc.co.uk/search/property/429471/11-Albert-Terrace/Inverurie/" "11 Albert Terrace" 57.33762 -2.314567 352.283333333333 "Semi-Detached" "Unfurnished"
1500 4 3 7 1 180 "D" "G" 44 "https://www.aspc.co.uk/search/property/429586/30-Balmoral-Place/Aberdeen/" "30 Balmoral Place" 57.13449 -2.117837 64.5666666666667 "Terraced" "Part furnished"
695 2 1 3 1 63 "B" "C" 44 "https://www.aspc.co.uk/search/property/429582/6-Bridgend,--Bridge-Road/Inverurie/" "6 Bridgend,  Bridge Road" 57.23574 -2.449274 329.766666666667 "Flat" "Unfurnished"
1500 4 3 7 2 132 "C" "E" 44 "https://www.aspc.co.uk/search/property/429567/42-Castleview-Avenue/Inverurie/" "42 Castleview Avenue" 57.23738 -2.354683 262.583333333333 "Detached" "Unfurnished"
1100 2 1 3 1 83 "B" "D" 44 "https://www.aspc.co.uk/search/property/429566/25-Corsmanhill-Avenue/Inverurie/" "25 Corsmanhill Avenue" 57.28263 -2.40516 349.983333333333 "Semi-Detached" "Unfurnished"
1950 5 2 7 3 222 "B" "F" 44 "https://www.aspc.co.uk/search/property/429561/Berry-Howe/Inverurie/" "Berry Howe" 57.2547 -2.429831 343.433333333333 "Detached" "Unfurnished"
750 2 1 3 1 57 "B" "C" 44 "https://www.aspc.co.uk/search/property/429538/Flat-E,--52-Erroll-Street/Aberdeen/" "Flat E,  52 Erroll Street" 57.15699 -2.092507 27.35 "Flat" "Unfurnished"
600 1 1 2 1 49 "C" "C" 44 "https://www.aspc.co.uk/search/property/429228/48-Strawberry-Bank-Parade/Aberdeen/" "48 Strawberry Bank Parade" 57.1413 -2.108824 50.2833333333333 "Flat" "Fully furnished"
1050 3 1 4 1 75 "C" "D" 45 "https://www.aspc.co.uk/search/property/429603/37-Carmelite-Street/Aberdeen/" "37 Carmelite Street" 57.14624 -2.09879 39.9 "Flat" "Fully furnished"
700 2 2 4 1 74 "D" "C" 45 "https://www.aspc.co.uk/search/property/429600/17-Prunier-Drive/Peterhead/" "17 Prunier Drive" 57.51082 -1.809742 636.333333333333 "Semi-Detached" "Part furnished"
425 1 1 2 1 33 "E" "E" 51 "https://www.aspc.co.uk/search/property/429692/43-Menzies-Road/Aberdeen/" "43 Menzies Road" 57.1371 -2.090547 57.2666666666667 "Flat" "Unfurnished"
750 2 1 3 1 54 "C" "B" 51 "https://www.aspc.co.uk/search/property/429685/548-Clifton-Road/Aberdeen/" "548 Clifton Road" 57.17176 -2.140594 36.35 "Flat" "Fully furnished"
725 2 1 3 1 53 "C" "D" 51 "https://www.aspc.co.uk/search/property/429679/124-Picktillum-Place/Aberdeen/" "124 Picktillum Place" 57.16134 -2.117261 21.3333333333333 "Flat" "Fully furnished"
695 2 1 3 1 66 "D" "D" 51 "https://www.aspc.co.uk/search/property/429673/GFR,--58-Watson-Street/Aberdeen/" "GFR,  58 Watson Street" 57.15235 -2.118575 36.05 "Flat" "Fully furnished"
495 1 1 2 1 35 "C" "A" 51 "https://www.aspc.co.uk/search/property/429668/Flat-D,--63-Bon-Accord-Street/Aberdeen/" "Flat D,  63 Bon Accord Street" 57.1427 -2.105115 49.2333333333333 "Flat" "Unfurnished"
850 2 1 3 1 80 "E" "D" 51 "https://www.aspc.co.uk/search/property/429638/Flat-E,--90-Holburn-Street/Aberdeen/" "Flat E,  90 Holburn Street" 57.14059 -2.113592 52.9333333333333 "Flat" "Part furnished"
550 1 1 2 1 39 "C" "A" 51 "https://www.aspc.co.uk/search/property/429612/14-Linksfield-Road/Aberdeen/" "14 Linksfield Road" 57.16141 -2.094653 19.3833333333333 "Flat" "Fully furnished"
695 2 1 3 1 53 "C" "C" 51 "https://www.aspc.co.uk/search/property/429361/Flat-D,--35-Seaforth-Road/Aberdeen/" "Flat D,  35 Seaforth Road" 57.15655 -2.092812 28.4 "Flat" "Fully furnished"
950 3 1 4 2 87 "C" "E" 52 "https://www.aspc.co.uk/search/property/429729/300-Hardgate/Aberdeen/" "300 Hardgate" 57.13396 -2.114895 63.7166666666667 "Flat" "Part furnished"
1400 4 2 6 2 211 "E" "G" 52 "https://www.aspc.co.uk/search/property/429721/Ard-Choille,--Huntly-Road/Aboyne/" "Ard-Choille,  Huntly Road" 57.07376 -2.785724 652.133333333333 "Detached" "Unfurnished"
1100 3 1 4 2 81 "C" "C" 52 "https://www.aspc.co.uk/search/property/429719/29-Kirk-Terrace/Aberdeen/" "29 Kirk Terrace" 57.12034 -2.183194 123.866666666667 "Terraced" "Fully furnished"
420 2 1 3 1 74 "E" "E" 52 "https://www.aspc.co.uk/search/property/427942/2-Queen-Street/Fraserburgh/" "2 Queen Street" 57.69574 -2.114215 911.25 "Flat" "Unfurnished"
575 2 1 3 1 74 "C" "B" 53 "https://www.aspc.co.uk/search/property/429759/22a-Littlejohn-Street/Huntly/" "22a Littlejohn Street" 57.44567 -2.79144 802.183333333333 "Terraced" "Unfurnished"
975 3 1 4 3 103 "C" "E" 53 "https://www.aspc.co.uk/search/property/429754/3-Gownor-Steading/Inverurie/" "3 Gownor Steading" 57.34379 -2.307035 368.883333333333 "Terraced" "Unfurnished"
725 2 1 3 1 62 "C" "D" 53 "https://www.aspc.co.uk/search/property/429751/24-Fraser-Mews,--Fraser-Road/Aberdeen/" "24 Fraser Mews,  Fraser Road" 57.15559 -2.109528 23.2833333333333 "Flat" "Fully furnished"
750 2 1 3 1 50 "D" "D" 53 "https://www.aspc.co.uk/search/property/429747/Ground-Floor-Right,--19-Dee-Place/Aberdeen/" "Ground Floor Right,  19 Dee Place" 57.14163 -2.10316 51.8666666666667 "Flat" "Part furnished"
1800 4 2 6 2 195 "B" "F" 53 "https://www.aspc.co.uk/search/property/429746/22-Sycamore-Grove/Inverurie/" "22 Sycamore Grove" 57.28173 -2.40697 351.733333333333 "Detached" "Unfurnished"
650 2 1 3 1 65 "D" "B" 53 "https://www.aspc.co.uk/search/property/429214/82-Prunier-Drive/Peterhead/" "82 Prunier Drive" 57.51175 -1.811597 638.6 "Semi-Detached" "Unfurnished"
850 3 2 5 1 110 "D" "C" 57 "https://www.aspc.co.uk/search/property/429828/57-Summerhill-Crescent/Aberdeen/" "57 Summerhill Crescent" 57.15029 -2.154726 61.05 "Terraced" "Fully furnished"
450 1 1 2 1 39 "C" "A" 57 "https://www.aspc.co.uk/search/property/429823/Flat-A,--21-Menzies-Road/Aberdeen/" "Flat A,  21 Menzies Road" 57.13818 -2.088974 55.1166666666667 "Flat" "Fully furnished"
850 2 1 3 1 74 "D" "C" 57 "https://www.aspc.co.uk/search/property/429807/26-Kirk-Terrace/Aberdeen/" "26 Kirk Terrace" 57.12086 -2.183295 124.566666666667 "Semi-Detached" "Fully furnished"
975 2 1 3 1 70 "C" "E" 57 "https://www.aspc.co.uk/search/property/429781/3c-St.-Devenicks-Crescent/Aberdeen/" "3c St. Devenicks Crescent" 57.11783 -2.174176 117.35 "Flat" "Fully furnished"
575 1 1 2 1 51 "C" "C" 57 "https://www.aspc.co.uk/search/property/429777/128-Strawberry-Bank-Parade/Aberdeen/" "128 Strawberry Bank Parade" 57.14169 -2.109652 51.0333333333333 "Flat" "Fully furnished"
675 1 1 2 2 68 "C" "C" 57 "https://www.aspc.co.uk/search/property/429393/First-Floor-Flat,--42-High-Street/Banchory/" "First Floor Flat,  42 High Street" 57.05131 -2.504315 424.033333333333 "Flat" "Unfurnished"
550 1 1 2 1 37 "C" "A" 60 "https://www.aspc.co.uk/search/property/429849/Flat-18,-Government-House,--Constitution-Street/Peterhead/" "Flat 18, Government House,  Constitution Street" 57.50623 -1.79005 629.033333333333 "Flat" "Unfurnished"
600 2 1 3 1 52 "D" "B" 60 "https://www.aspc.co.uk/search/property/429842/60-Elmbank-Terrace/Aberdeen/" "60 Elmbank Terrace" 57.1595 -2.111933 15.9833333333333 "Flat" "Fully furnished"
1000 2 1 3 2 91 "B" "D" 63 "https://www.aspc.co.uk/search/property/429933/48-Tailor-Place/Aberdeen/" "48 Tailor Place" 57.16497 -2.126984 25.1666666666667 "Flat" "Fully furnished"
695 2 1 3 1 76 "D" "B" 63 "https://www.aspc.co.uk/search/property/429912/27-Kingsfield-Road/Inverurie/" "27 Kingsfield Road" 57.23593 -2.341532 249.566666666667 "Flat" "Unfurnished"
475 1 1 2 1 46 "D" "A" 63 "https://www.aspc.co.uk/search/property/429908/40-Old-Road/Huntly/" "40 Old Road" 57.44747 -2.781725 792.233333333333 "Flat" "Unfurnished"
795 2 1 3 1 76 "E" "C" 63 "https://www.aspc.co.uk/search/property/429896/109-Mile-End-Avenue/Aberdeen/" "109 Mile End Avenue" 57.15307 -2.127113 38.8166666666667 "Flat" "Fully furnished"
850 2 1 3 2 70 "C" "D" 64 "https://www.aspc.co.uk/search/property/429949/Flat-A,--15-Bon-Accord-Crescent/Aberdeen/" "Flat A,  15 Bon Accord Crescent" 57.14146 -2.105541 50.8 "Flat" "Unfurnished"
825 2 1 3 1 62 "D" "D" 64 "https://www.aspc.co.uk/search/property/429942/44-Candlemakers-Lane,-Loch-Street/Aberdeen/" "44 Candlemakers Lane, Loch Street" 57.15112 -2.099498 34.55 "Flat" "Fully furnished"
750 2 1 3 1 64 "B" "D" 66 "https://www.aspc.co.uk/search/property/429965/30-Kittybrewster-Square/Aberdeen/" "30 Kittybrewster Square" 57.16048 -2.116601 20.5833333333333 "Flat" "Fully furnished"
2500 4 2 6 3 165 "B" "G" 66 "https://www.aspc.co.uk/search/property/429962/3-Pittengullies-Brae/Peterculter/" "3 Pittengullies Brae" 57.09751 -2.252328 189.95 "Detached" "Part furnished"
675 2 1 3 1 68 "D" "A" 66 "https://www.aspc.co.uk/search/property/429954/10-Mill-Road/Turriff/" "10 Mill Road" 57.5386 -2.466833 698.65 "Terraced" "Part furnished"
750 2 1 3 2 71 "C" "E" 67 "https://www.aspc.co.uk/search/property/429984/110a-Anderson-Drive/Aberdeen/" "110a Anderson Drive" 57.1407 -2.14214 70.8833333333333 "Flat" "Fully furnished"
875 2 1 3 1 61 "C" "E" 67 "https://www.aspc.co.uk/search/property/429981/150b-Gray-Street/Aberdeen/" "150b Gray Street" 57.13087 -2.118471 69.4333333333333 "Flat" "Fully furnished"
1300 3 1 4 2 114 "B" "E" 67 "https://www.aspc.co.uk/search/property/429974/5-Laverock-Braes-Crescent/Aberdeen/" "5 Laverock Braes Crescent" 57.18895 -2.131719 44.3 "Terraced" "Unfurnished"
560 2 1 3 1 67 "D" "B" 67 "https://www.aspc.co.uk/search/property/429966/Flat-10,-The-Auld-Mill,--Station-Road/Turriff/" "Flat 10, The Auld Mill,  Station Road" 57.53212 -2.456329 683.1 "Flat" "Unfurnished"
900 3 1 4 1 102 "E" "D" 70 "https://www.aspc.co.uk/search/property/430027/22-Don-Street/Aberdeen/" "22 Don Street" 57.16759 -2.101765 5.78333333333333 "Flat" "Fully furnished"
550 1 1 2 1 36 "D" "A" 70 "https://www.aspc.co.uk/search/property/430014/Ground-Floor-Right,--24-Urquhart-Road/Aberdeen/" "Ground Floor Right,  24 Urquhart Road" 57.15444 -2.093407 29.5333333333333 "Flat" "Fully furnished"
1200 3 2 5 1 107 "E" "F" 70 "https://www.aspc.co.uk/search/property/430009/39-Morven-Crescent/Westhill/" "39 Morven Crescent" 57.1575 -2.28678 181.85 "Detached" "Unfurnished"
850 2 1 3 2 63 "C" "D" 70 "https://www.aspc.co.uk/search/property/430007/121-Bloomfield-Court/Aberdeen/" "121 Bloomfield Court" 57.13543 -2.112371 62.45 "Flat" "Fully furnished"
795 2 1 3 1 61 "C" "D" 70 "https://www.aspc.co.uk/search/property/430004/78a-Beach-Boulevard/Aberdeen/" "78a Beach Boulevard" 57.15157 -2.084221 41.4666666666667 "Flat" "Fully furnished"
950 4 1 5 2 121 "C" "E" 70 "https://www.aspc.co.uk/search/property/429009/Broomlea/Insch/" "Broomlea" 57.30826 -2.625772 569.916666666667 "Detached" "Unfurnished"
850 2 1 3 1 73 "C" "E" 74 "https://www.aspc.co.uk/search/property/430051/128D-Balmoral-Square,--Great-Western-Road/Aberdeen/" "128D Balmoral Square,  Great Western Road" 57.13833 -2.118695 59.2166666666667 "Flat" "Unfurnished"
1600 2 1 3 2 91 "B" "E" 74 "https://www.aspc.co.uk/search/property/430050/16-Queens-Highlands/Aberdeen/" "16 Queens Highlands" 57.13939 -2.143143 72.0833333333333 "Flat" "Fully furnished"
875 2 1 3 1 71 "D" "C" 74 "https://www.aspc.co.uk/search/property/430033/2-Kirkton-Cottages/Aboyne/" "2 Kirkton Cottages" 57.09001 -2.747995 609.966666666667 "Semi-Detached" "Fully furnished"
700 2 1 3 1 64 "C" "D" 74 "https://www.aspc.co.uk/search/property/430029/15-Carmelite-Street/Aberdeen/" "15 Carmelite Street" 57.14584 -2.098261 40.5833333333333 "Flat" "Part furnished"
925 2 1 3 2 64 "B" "D" 75 "https://www.aspc.co.uk/search/property/430069/9B-Balmoral-Terrace/Aberdeen/" "9B Balmoral Terrace" 57.13483 -2.116818 64.2166666666667 "Flat" "Fully furnished"
1395 4 2 6 3 147 "D" "G" 75 "https://www.aspc.co.uk/search/property/430063/22-Grandholm-Gardens/Aberdeen/" "22 Grandholm Gardens" 57.17576 -2.126226 26.8666666666667 "Detached" "Unfurnished"
575 1 1 2 1 54 "C" "C" 77 "https://www.aspc.co.uk/search/property/430100/First-Floor-Left,--44-Thomson-Street/Aberdeen/" "First Floor Left,  44 Thomson Street" 57.1515 -2.120056 38.1333333333333 "Flat" "Part furnished"
800 2 1 3 1 68 "C" "D" 77 "https://www.aspc.co.uk/search/property/430092/15-Laurel-Avenue/Aberdeen/" "15 Laurel Avenue" 57.17964 -2.128755 30 "Semi-Detached" "Fully furnished"
995 4 1 5 3 209 "D" "E" 77 "https://www.aspc.co.uk/search/property/430080/Inchlyne-Cottage/Huntly/" "Inchlyne Cottage" 57.53639 -2.701081 876.266666666667 "Detached" "Unfurnished"
850 3 1 4 1 74 "D" "B" 94 "https://www.aspc.co.uk/search/property/430155/Flat-A,--6-Printfield-Walk/Aberdeen/" "Flat A,  6 Printfield Walk" 57.16823 -2.122312 18.25 "Flat" "Fully furnished"
695 1 1 2 1 47 "D" "B" 94 "https://www.aspc.co.uk/search/property/430154/31-Beech-Road/Westhill/" "31 Beech Road" 57.1518 -2.284991 176.683333333333 "Flat" "Fully furnished"
1100 3 2 5 1 107 "E" "F" 95 "https://www.aspc.co.uk/search/property/430009/39-Morven-Crescent/Westhill/" "39 Morven Crescent" 57.1575 -2.28678 181.85 "Detached" "Unfurnished"
950 2 1 3 2 91 "B" "D" 97 "https://www.aspc.co.uk/search/property/430199/48-Tailor-Place/Aberdeen/" "48 Tailor Place" 57.16497 -2.126984 25.1666666666667 "Flat" "Fully furnished"
700 1 1 2 1 54 "B" "D" 97 "https://www.aspc.co.uk/search/property/430196/Flat-24,-Aspire-Residence,--Union-Grove/Aberdeen/" "Flat 24, Aspire Residence,  Union Grove" 57.1404 -2.121232 58.6666666666667 "Flat" "Fully furnished"
550 2 1 3 1 49 "E" "B" 97 "https://www.aspc.co.uk/search/property/430194/546-Great-Western-Road/Aberdeen/" "546 Great Western Road" 57.13044 -2.140393 84.6333333333333 "Flat" "Fully furnished"
750 2 1 3 1 53 "C" "C" 105 "https://www.aspc.co.uk/search/property/430357/51b-Sunnybank-Road/Aberdeen/" "51b Sunnybank Road" 57.15997 -2.101952 16.9333333333333 "Flat" "Fully furnished"
695 2 1 3 1 62 "C" "D" 105 "https://www.aspc.co.uk/search/property/430356/24-Fraser-Mews,--Fraser-Road/Aberdeen/" "24 Fraser Mews,  Fraser Road" 57.15559 -2.109528 23.2833333333333 "Flat" "Fully furnished"
995 2 2 4 1 101 "D" "E" 105 "https://www.aspc.co.uk/search/property/430343/51-Devonshire-Road/Aberdeen/" "51 Devonshire Road" 57.13976 -2.128128 62.8166666666667 "Flat" "Fully furnished"
650 2 1 3 1 53 "C" "D" 105 "https://www.aspc.co.uk/search/property/430320/Flat-A,--34-Marywell-Street/Aberdeen/" "Flat A,  34 Marywell Street" 57.1422 -2.100548 48.1333333333333 "Flat" "Part furnished"
950 4 1 5 2 132 "D" "E" 105 "https://www.aspc.co.uk/search/property/430316/17-Ashgrove-Road/Aberdeen/" "17 Ashgrove Road" 57.15825 -2.119813 25.35 "Flat" "Fully furnished"
650 2 1 3 1 68 "D" "C" 105 "https://www.aspc.co.uk/search/property/430305/1d-Arbuthnott-Street/Stonehaven/" "1d Arbuthnott Street" 56.96243 -2.20899 353.85 "Flat" "Fully furnished"
625 1 1 2 1 41 "D" "B" 105 "https://www.aspc.co.uk/search/property/430301/78-Earns-Heugh-Circle/Aberdeen/" "78 Earns Heugh Circle" 57.09931 -2.085975 122.166666666667 "Flat" "Fully furnished"
700 1 1 2 1 50 "C" "C" 105 "https://www.aspc.co.uk/search/property/430263/2-Abbotsford-Lane/Aberdeen/" "2 Abbotsford Lane" 57.13756 -2.10143 56.4166666666667 "Flat" "Fully furnished"
2700 4 2 6 2 169 "D" "G" 105 "https://www.aspc.co.uk/search/property/430257/79-North-Deeside-Road/Aberdeen/" "79 North Deeside Road" 57.1119 -2.19971 139.75 "Detached" "Part furnished"
695 2 1 3 1 56 "C" "C" 105 "https://www.aspc.co.uk/search/property/430242/TFR,--162-Crown-Street/Aberdeen/" "TFR,  162 Crown Street" 57.14043 -2.100832 51.1833333333333 "Flat" "Fully furnished"
550 1 1 2 1 39 "D" "B" 105 "https://www.aspc.co.uk/search/property/430240/Ground-Floor-Right,--29-Hartington-Road/Aberdeen/" "Ground Floor Right,  29 Hartington Road" 57.1407 -2.123681 61.2 "Flat" "Fully furnished"
550 1 1 2 1 54 "D" "B" 105 "https://www.aspc.co.uk/search/property/430236/38b-Charlotte-Street/Aberdeen/" "38b Charlotte Street" 57.15077 -2.104106 31.8666666666667 "Flat" "Fully furnished"
450 2 1 3 1 53 "D" "B" 105 "https://www.aspc.co.uk/search/property/430219/37-Green-Road/Huntly/" "37 Green Road" 57.44164 -2.790407 801.3 "Flat" "Unfurnished"
1200 3 1 4 1 99 "D" "D" 107 "https://www.aspc.co.uk/search/property/430371/43A-Burns-Road/Aberdeen/" "43A Burns Road" 57.1356 -2.131929 73.7 "Flat" "Fully furnished"
1450 3 1 4 2 103 "B" "F" 110 "https://www.aspc.co.uk/search/property/430439/36-Rowett-South-Place/Aberdeen/" "36 Rowett South Place" 57.18291 -2.205156 95.8166666666667 "Detached" "Fully furnished"
